class_name,run_number,execution_time_ms,heap_used_before_mb,heap_used_after_mb,heap_max_mb,gc_count_before,gc_count_after,gc_time_ms_before,gc_time_ms_after,cpu_load_percent,threads_live,exit_code,timestamp
AreaCuadrado,1,31,0.00,4.91,7876.00,0,0,0,0,16.67,10,0,2026-04-21T19:57:13Z
AreaCuadrado,2,26,0.00,4.91,7876.00,0,0,0,0,26.67,10,0,2026-04-21T19:57:13Z
AreaCuadrado,3,25,0.00,4.91,7876.00,0,0,0,0,31.25,10,0,2026-04-21T19:57:13Z
AreaCuadrado,4,27,0.00,4.91,7876.00,0,0,0,0,25.00,10,0,2026-04-21T19:57:13Z
AreaCuadrado,5,26,0.00,4.91,7876.00,0,0,0,0,26.67,10,0,2026-04-21T19:57:13Z
AreaCuadrado,6,27,0.00,4.91,7876.00,0,0,0,0,26.67,10,0,2026-04-21T19:57:13Z
AreaCuadrado,7,26,0.00,4.91,7876.00,0,0,0,0,31.25,10,0,2026-04-21T19:57:14Z
AreaCuadrado,8,26,0.00,4.91,7876.00,0,0,0,0,23.53,10,0,2026-04-21T19:57:14Z
AreaCuadrado,9,27,0.00,4.91,7876.00,0,0,0,0,17.65,10,0,2026-04-21T19:57:14Z
AreaCuadrado,10,26,0.00,4.91,7876.00,0,0,0,0,31.25,10,0,2026-04-21T19:57:14Z
AreaCuadrado,11,25,0.00,4.91,7876.00,0,0,0,0,25.00,10,0,2026-04-21T19:57:14Z
AreaCuadrado,12,26,0.00,4.91,7876.00,0,0,0,0,26.67,10,0,2026-04-21T19:57:14Z
AreaCuadrado,13,24,0.00,4.91,7876.00,0,0,0,0,26.67,10,0,2026-04-21T19:57:14Z
AreaCuadrado,14,26,0.00,4.91,7876.00,0,0,0,0,31.25,10,0,2026-04-21T19:57:14Z
AreaCuadrado,15,25,0.00,4.91,7876.00,0,0,0,0,26.67,10,0,2026-04-21T19:57:15Z
AreaCuadrado,16,24,0.00,4.91,7876.00,0,0,0,0,26.67,10,0,2026-04-21T19:57:15Z
AreaCuadrado,17,24,0.00,4.91,7876.00,0,0,0,0,26.67,10,0,2026-04-21T19:57:15Z
AreaCuadrado,18,26,0.00,4.91,7876.00,0,0,0,0,29.41,10,0,2026-04-21T19:57:15Z
AreaCuadrado,19,29,0.00,4.91,7876.00,0,0,0,0,23.53,10,0,2026-04-21T19:57:15Z
AreaCuadrado,20,24,0.00,4.91,7876.00,0,0,0,0,21.43,10,0,2026-04-21T19:57:15Z
AreaCuadrado,21,24,0.00,4.91,7876.00,0,0,0,0,21.43,10,0,2026-04-21T19:57:15Z
AreaCuadrado,22,24,0.00,4.91,7876.00,0,0,0,0,18.75,10,0,2026-04-21T19:57:15Z
AreaCuadrado,23,25,0.00,4.91,7876.00,0,0,0,0,28.57,10,0,2026-04-21T19:57:15Z
AreaCuadrado,24,27,0.00,4.91,7876.00,0,0,0,0,25.00,10,0,2026-04-21T19:57:16Z
AreaCuadrado,25,25,0.00,4.91,7876.00,0,0,0,0,26.67,10,0,2026-04-21T19:57:16Z
AreaCuadrado,26,26,0.00,4.91,7876.00,0,0,0,0,31.25,10,0,2026-04-21T19:57:16Z
AreaCuadrado,27,26,0.00,4.91,7876.00,0,0,0,0,22.22,10,0,2026-04-21T19:57:16Z
AreaCuadrado,28,30,0.00,4.91,7876.00,0,0,0,0,22.22,10,0,2026-04-21T19:57:16Z
AreaCuadrado,29,25,0.00,4.91,7876.00,0,0,0,0,31.25,10,0,2026-04-21T19:57:16Z
AreaCuadrado,30,31,0.00,4.91,7876.00,0,0,0,0,27.78,10,0,2026-04-21T19:57:16Z
AreaCuadrado,31,25,0.00,4.91,7876.00,0,0,0,0,25.00,10,0,2026-04-21T19:57:16Z
AreaCuadrado,32,26,0.00,4.91,7876.00,0,0,0,0,25.00,10,0,2026-04-21T19:57:17Z
AreaCuadrado,33,24,0.00,4.91,7876.00,0,0,0,0,26.67,10,0,2026-04-21T19:57:17Z
AreaCuadrado,34,26,0.00,4.91,7876.00,0,0,0,0,26.67,10,0,2026-04-21T19:57:17Z
AreaCuadrado,35,25,0.00,4.91,7876.00,0,0,0,0,26.67,10,0,2026-04-21T19:57:17Z
AreaCuadrado,36,25,0.00,4.91,7876.00,0,0,0,0,28.57,10,0,2026-04-21T19:57:17Z
AreaCuadrado,37,25,0.00,4.91,7876.00,0,0,0,0,20.00,10,0,2026-04-21T19:57:17Z
AreaCuadrado,38,27,0.00,4.91,7876.00,0,0,0,0,20.00,10,0,2026-04-21T19:57:17Z
AreaCuadrado,39,27,0.00,4.91,7876.00,0,0,0,0,23.53,10,0,2026-04-21T19:57:17Z
AreaCuadrado,40,26,0.00,4.91,7876.00,0,0,0,0,18.75,10,0,2026-04-21T19:57:18Z
AreaCuadrado,41,25,0.00,4.91,7876.00,0,0,0,0,23.53,10,0,2026-04-21T19:57:18Z
AreaCuadrado,42,25,0.00,4.91,7876.00,0,0,0,0,25.00,10,0,2026-04-21T19:57:18Z
AreaCuadrado,43,24,0.00,4.91,7876.00,0,0,0,0,23.53,10,0,2026-04-21T19:57:18Z
AreaCuadrado,44,25,0.00,4.91,7876.00,0,0,0,0,31.25,10,0,2026-04-21T19:57:18Z
AreaCuadrado,45,25,0.00,4.91,7876.00,0,0,0,0,31.25,10,0,2026-04-21T19:57:18Z
AreaCuadrado,46,26,0.00,4.91,7876.00,0,0,0,0,25.00,10,0,2026-04-21T19:57:18Z
AreaCuadrado,47,26,0.00,4.91,7876.00,0,0,0,0,33.33,10,0,2026-04-21T19:57:18Z
AreaCuadrado,48,27,0.00,4.91,7876.00,0,0,0,0,25.00,10,0,2026-04-21T19:57:18Z
AreaCuadrado,49,26,0.00,4.91,7876.00,0,0,0,0,29.41,10,0,2026-04-21T19:57:19Z
AreaCuadrado,50,25,0.00,4.91,7876.00,0,0,0,0,26.67,10,0,2026-04-21T19:57:19Z
AreaCuadrado,51,25,0.00,4.91,7876.00,0,0,0,0,21.43,10,0,2026-04-21T19:57:19Z
AreaCuadrado,52,24,0.00,4.91,7876.00,0,0,0,0,25.00,10,0,2026-04-21T19:57:19Z
AreaCuadrado,53,25,0.00,4.91,7876.00,0,0,0,0,25.00,10,0,2026-04-21T19:57:19Z
AreaCuadrado,54,26,0.00,4.91,7876.00,0,0,0,0,31.25,10,0,2026-04-21T19:57:19Z
AreaCuadrado,55,26,0.00,4.91,7876.00,0,0,0,0,26.67,10,0,2026-04-21T19:57:19Z
AreaCuadrado,56,25,0.00,4.91,7876.00,0,0,0,0,26.67,10,0,2026-04-21T19:57:19Z
AreaCuadrado,57,26,0.00,4.91,7876.00,0,0,0,0,23.53,10,0,2026-04-21T19:57:20Z
AreaCuadrado,58,27,0.00,4.91,7876.00,0,0,0,0,25.00,10,0,2026-04-21T19:57:20Z
AreaCuadrado,59,24,0.00,4.91,7876.00,0,0,0,0,20.00,10,0,2026-04-21T19:57:20Z
AreaCuadrado,60,27,0.00,4.91,7876.00,0,0,0,0,18.75,10,0,2026-04-21T19:57:20Z
AreaCuadrado,61,29,0.00,4.91,7876.00,0,0,0,0,27.78,10,0,2026-04-21T19:57:20Z
AreaCuadrado,62,25,0.00,4.91,7876.00,0,0,0,0,25.00,10,0,2026-04-21T19:57:20Z
AreaCuadrado,63,25,0.00,4.91,7876.00,0,0,0,0,26.67,10,0,2026-04-21T19:57:20Z
AreaCuadrado,64,26,0.00,4.91,7876.00,0,0,0,0,37.50,10,0,2026-04-21T19:57:20Z
AreaCuadrado,65,25,0.00,4.91,7876.00,0,0,0,0,25.00,10,0,2026-04-21T19:57:21Z
AreaCuadrado,66,25,0.00,4.91,7876.00,0,0,0,0,26.67,10,0,2026-04-21T19:57:21Z
AreaCuadrado,67,24,0.00,4.91,7876.00,0,0,0,0,26.67,10,0,2026-04-21T19:57:21Z
AreaCuadrado,68,25,0.00,4.91,7876.00,0,0,0,0,31.25,10,0,2026-04-21T19:57:21Z
AreaCuadrado,69,25,0.00,4.91,7876.00,0,0,0,0,23.53,10,0,2026-04-21T19:57:21Z
AreaCuadrado,70,24,0.00,4.91,7876.00,0,0,0,0,26.67,10,0,2026-04-21T19:57:21Z
AreaCuadrado,71,27,0.00,4.91,7876.00,0,0,0,0,26.67,10,0,2026-04-21T19:57:21Z
AreaCuadrado,72,28,0.00,4.91,7876.00,0,0,0,0,23.53,10,0,2026-04-21T19:57:21Z
AreaCuadrado,73,28,0.00,4.91,7876.00,0,0,0,0,29.41,10,0,2026-04-21T19:57:21Z
AreaCuadrado,74,30,0.00,4.91,7876.00,0,0,0,0,21.05,10,0,2026-04-21T19:57:22Z
AreaCuadrado,75,28,0.00,4.91,7876.00,0,0,0,0,33.33,10,0,2026-04-21T19:57:22Z
AreaCuadrado,76,26,0.00,4.91,7876.00,0,0,0,0,35.29,10,0,2026-04-21T19:57:22Z
AreaCuadrado,77,27,0.00,4.91,7876.00,0,0,0,0,27.78,10,0,2026-04-21T19:57:22Z
AreaCuadrado,78,27,0.00,4.91,7876.00,0,0,0,0,16.67,10,0,2026-04-21T19:57:22Z
AreaCuadrado,79,26,0.00,4.91,7876.00,0,0,0,0,31.25,10,0,2026-04-21T19:57:22Z
AreaCuadrado,80,26,0.00,4.91,7876.00,0,0,0,0,23.53,10,0,2026-04-21T19:57:22Z
AreaCuadrado,81,27,0.00,4.91,7876.00,0,0,0,0,26.67,10,0,2026-04-21T19:57:22Z
AreaCuadrado,82,26,0.00,4.91,7876.00,0,0,0,0,25.00,10,0,2026-04-21T19:57:23Z
AreaCuadrado,83,28,0.00,4.91,7876.00,0,0,0,0,27.78,10,0,2026-04-21T19:57:23Z
AreaCuadrado,84,26,0.00,4.91,7876.00,0,0,0,0,29.41,10,0,2026-04-21T19:57:23Z
AreaCuadrado,85,26,0.00,4.91,7876.00,0,0,0,0,25.00,10,0,2026-04-21T19:57:23Z
AreaCuadrado,86,27,0.00,4.91,7876.00,0,0,0,0,23.53,10,0,2026-04-21T19:57:23Z
AreaCuadrado,87,27,0.00,4.91,7876.00,0,0,0,0,29.41,10,0,2026-04-21T19:57:23Z
AreaCuadrado,88,28,0.00,4.91,7876.00,0,0,0,0,27.78,10,0,2026-04-21T19:57:23Z
AreaCuadrado,89,25,0.00,4.91,7876.00,0,0,0,0,31.25,10,0,2026-04-21T19:57:23Z
AreaCuadrado,90,25,0.00,4.91,7876.00,0,0,0,0,25.00,10,0,2026-04-21T19:57:24Z
AreaCuadrado,91,26,0.00,4.91,7876.00,0,0,0,0,29.41,10,0,2026-04-21T19:57:24Z
AreaCuadrado,92,26,0.00,4.91,7876.00,0,0,0,0,27.78,10,0,2026-04-21T19:57:24Z
AreaCuadrado,93,26,0.00,4.91,7876.00,0,0,0,0,25.00,10,0,2026-04-21T19:57:24Z
AreaCuadrado,94,27,0.00,4.91,7876.00,0,0,0,0,20.00,10,0,2026-04-21T19:57:24Z
AreaCuadrado,95,27,0.00,4.91,7876.00,0,0,0,0,23.53,10,0,2026-04-21T19:57:24Z
AreaCuadrado,96,26,0.00,4.91,7876.00,0,0,0,0,29.41,10,0,2026-04-21T19:57:24Z
AreaCuadrado,97,26,0.00,4.91,7876.00,0,0,0,0,33.33,10,0,2026-04-21T19:57:24Z
AreaCuadrado,98,27,0.00,4.91,7876.00,0,0,0,0,25.00,10,0,2026-04-21T19:57:25Z
AreaCuadrado,99,28,0.00,4.91,7876.00,0,0,0,0,27.78,10,0,2026-04-21T19:57:25Z
AreaCuadrado,100,26,0.00,4.91,7876.00,0,0,0,0,26.67,10,0,2026-04-21T19:57:25Z
AreaEsfera,1,27,0.00,4.91,7876.00,0,0,0,0,27.78,10,0,2026-04-21T19:57:25Z
AreaEsfera,2,32,0.00,4.91,7876.00,0,0,0,0,21.05,10,0,2026-04-21T19:57:25Z
AreaEsfera,3,27,0.00,4.91,7876.00,0,0,0,0,22.22,10,0,2026-04-21T19:57:25Z
AreaEsfera,4,25,0.00,4.91,7876.00,0,0,0,0,26.67,10,0,2026-04-21T19:57:25Z
AreaEsfera,5,28,0.00,4.91,7876.00,0,0,0,0,26.32,10,0,2026-04-21T19:57:25Z
AreaEsfera,6,27,0.00,4.91,7876.00,0,0,0,0,17.65,10,0,2026-04-21T19:57:26Z
AreaEsfera,7,26,0.00,4.91,7876.00,0,0,0,0,35.71,10,0,2026-04-21T19:57:26Z
AreaEsfera,8,26,0.00,4.91,7876.00,0,0,0,0,23.53,10,0,2026-04-21T19:57:26Z
AreaEsfera,9,27,0.00,4.91,7876.00,0,0,0,0,22.22,10,0,2026-04-21T19:57:26Z
AreaEsfera,10,25,0.00,4.91,7876.00,0,0,0,0,21.43,10,0,2026-04-21T19:57:26Z
AreaEsfera,11,27,0.00,4.91,7876.00,0,0,0,0,25.00,10,0,2026-04-21T19:57:26Z
AreaEsfera,12,28,0.00,4.91,7876.00,0,0,0,0,21.05,10,0,2026-04-21T19:57:26Z
AreaEsfera,13,25,0.00,4.91,7876.00,0,0,0,0,31.25,10,0,2026-04-21T19:57:26Z
AreaEsfera,14,26,0.00,4.91,7876.00,0,0,0,0,27.78,10,0,2026-04-21T19:57:26Z
AreaEsfera,15,27,0.00,4.91,7876.00,0,0,0,0,22.22,10,0,2026-04-21T19:57:27Z
AreaEsfera,16,26,0.00,4.91,7876.00,0,0,0,0,25.00,10,0,2026-04-21T19:57:27Z
AreaEsfera,17,25,0.00,4.91,7876.00,0,0,0,0,26.67,10,0,2026-04-21T19:57:27Z
AreaEsfera,18,27,0.00,4.91,7876.00,0,0,0,0,23.53,10,0,2026-04-21T19:57:27Z
AreaEsfera,19,28,0.00,4.91,7876.00,0,0,0,0,22.22,10,0,2026-04-21T19:57:27Z
AreaEsfera,20,27,0.00,4.91,7876.00,0,0,0,0,25.00,10,0,2026-04-21T19:57:27Z
AreaEsfera,21,26,0.00,4.91,7876.00,0,0,0,0,26.67,10,0,2026-04-21T19:57:27Z
AreaEsfera,22,27,0.00,4.91,7876.00,0,0,0,0,22.22,10,0,2026-04-21T19:57:27Z
AreaEsfera,23,25,0.00,4.91,7876.00,0,0,0,0,23.53,10,0,2026-04-21T19:57:28Z
AreaEsfera,24,26,0.00,4.91,7876.00,0,0,0,0,31.25,10,0,2026-04-21T19:57:28Z
AreaEsfera,25,26,0.00,4.91,7876.00,0,0,0,0,29.41,10,0,2026-04-21T19:57:28Z
AreaEsfera,26,26,0.00,4.91,7876.00,0,0,0,0,23.53,10,0,2026-04-21T19:57:28Z
AreaEsfera,27,25,0.00,4.91,7876.00,0,0,0,0,27.78,10,0,2026-04-21T19:57:28Z
AreaEsfera,28,25,0.00,4.91,7876.00,0,0,0,0,20.00,10,0,2026-04-21T19:57:28Z
AreaEsfera,29,26,0.00,4.91,7876.00,0,0,0,0,22.22,10,0,2026-04-21T19:57:28Z
AreaEsfera,30,28,0.00,4.91,7876.00,0,0,0,0,25.00,10,0,2026-04-21T19:57:28Z
AreaEsfera,31,26,0.00,4.91,7876.00,0,0,0,0,29.41,10,0,2026-04-21T19:57:29Z
AreaEsfera,32,25,0.00,4.91,7876.00,0,0,0,0,25.00,10,0,2026-04-21T19:57:29Z
AreaEsfera,33,25,0.00,4.91,7876.00,0,0,0,0,31.25,10,0,2026-04-21T19:57:29Z
AreaEsfera,34,24,0.00,4.91,7876.00,0,0,0,0,21.43,10,0,2026-04-21T19:57:29Z
AreaEsfera,35,27,0.00,4.91,7876.00,0,0,0,0,29.41,10,0,2026-04-21T19:57:29Z
AreaEsfera,36,26,0.00,4.91,7876.00,0,0,0,0,31.25,10,0,2026-04-21T19:57:29Z
AreaEsfera,37,25,0.00,4.91,7876.00,0,0,0,0,31.25,10,0,2026-04-21T19:57:29Z
AreaEsfera,38,29,0.00,4.91,7876.00,0,0,0,0,23.81,10,0,2026-04-21T19:57:29Z
AreaEsfera,39,30,0.00,4.91,7876.00,0,0,0,0,33.33,10,0,2026-04-21T19:57:30Z
AreaEsfera,40,28,0.00,4.91,7876.00,0,0,0,0,27.78,10,0,2026-04-21T19:57:30Z
AreaEsfera,41,29,0.00,4.91,7876.00,0,0,0,0,29.41,10,0,2026-04-21T19:57:30Z
AreaEsfera,42,41,0.00,4.91,7876.00,0,0,0,0,29.17,10,0,2026-04-21T19:57:30Z
AreaEsfera,43,28,0.00,4.91,7876.00,0,0,0,0,26.67,10,0,2026-04-21T19:57:30Z
AreaEsfera,44,26,0.00,4.91,7876.00,0,0,0,0,22.22,10,0,2026-04-21T19:57:30Z
AreaEsfera,45,26,0.00,4.91,7876.00,0,0,0,0,26.67,10,0,2026-04-21T19:57:30Z
AreaEsfera,46,26,0.00,4.91,7876.00,0,0,0,0,23.53,10,0,2026-04-21T19:57:30Z
AreaEsfera,47,27,0.00,4.91,7876.00,0,0,0,0,27.78,10,0,2026-04-21T19:57:31Z
AreaEsfera,48,27,0.00,4.91,7876.00,0,0,0,0,18.75,10,0,2026-04-21T19:57:31Z
AreaEsfera,49,29,0.00,4.91,7876.00,0,0,0,0,26.32,10,0,2026-04-21T19:57:31Z
AreaEsfera,50,28,0.00,4.91,7876.00,0,0,0,0,23.53,10,0,2026-04-21T19:57:31Z
AreaEsfera,51,28,0.00,4.91,7876.00,0,0,0,0,26.32,10,0,2026-04-21T19:57:31Z
AreaEsfera,52,26,0.00,4.91,7876.00,0,0,0,0,25.00,10,0,2026-04-21T19:57:31Z
AreaEsfera,53,29,0.00,4.91,7876.00,0,0,0,0,29.41,10,0,2026-04-21T19:57:31Z
AreaEsfera,54,29,0.00,4.91,7876.00,0,0,0,0,22.22,10,0,2026-04-21T19:57:31Z
AreaEsfera,55,31,0.00,4.91,7876.00,0,0,0,0,26.32,10,0,2026-04-21T19:57:32Z
AreaEsfera,56,28,0.00,4.91,7876.00,0,0,0,0,21.05,10,0,2026-04-21T19:57:32Z
AreaEsfera,57,27,0.00,4.91,7876.00,0,0,0,0,29.41,10,0,2026-04-21T19:57:32Z
AreaEsfera,58,28,0.00,4.91,7876.00,0,0,0,0,23.53,10,0,2026-04-21T19:57:32Z
AreaEsfera,59,28,0.00,4.91,7876.00,0,0,0,0,23.53,10,0,2026-04-21T19:57:32Z
AreaEsfera,60,28,0.00,4.91,7876.00,0,0,0,0,23.53,10,0,2026-04-21T19:57:32Z
AreaEsfera,61,27,0.00,4.91,7876.00,0,0,0,0,25.00,10,0,2026-04-21T19:57:32Z
AreaEsfera,62,25,0.00,4.91,7876.00,0,0,0,0,26.67,10,0,2026-04-21T19:57:32Z
AreaEsfera,63,30,0.00,4.91,7876.00,0,0,0,0,26.32,10,0,2026-04-21T19:57:33Z
AreaEsfera,64,28,0.00,4.91,7876.00,0,0,0,0,29.41,10,0,2026-04-21T19:57:33Z
AreaEsfera,65,27,0.00,4.91,7876.00,0,0,0,0,23.53,10,0,2026-04-21T19:57:33Z
AreaEsfera,66,28,0.00,4.91,7876.00,0,0,0,0,21.05,10,0,2026-04-21T19:57:33Z
AreaEsfera,67,25,0.00,4.91,7876.00,0,0,0,0,26.67,10,0,2026-04-21T19:57:33Z
AreaEsfera,68,27,0.00,4.91,7876.00,0,0,0,0,26.67,10,0,2026-04-21T19:57:33Z
AreaEsfera,69,26,0.00,4.91,7876.00,0,0,0,0,23.53,10,0,2026-04-21T19:57:33Z
AreaEsfera,70,25,0.00,4.91,7876.00,0,0,0,0,25.00,10,0,2026-04-21T19:57:33Z
AreaEsfera,71,26,0.00,4.91,7876.00,0,0,0,0,23.53,10,0,2026-04-21T19:57:34Z
AreaEsfera,72,26,0.00,4.91,7876.00,0,0,0,0,31.25,10,0,2026-04-21T19:57:34Z
AreaEsfera,73,25,0.00,4.91,7876.00,0,0,0,0,33.33,10,0,2026-04-21T19:57:34Z
AreaEsfera,74,28,0.00,4.91,7876.00,0,0,0,0,22.22,10,0,2026-04-21T19:57:34Z
AreaEsfera,75,27,0.00,4.91,7876.00,0,0,0,0,33.33,10,0,2026-04-21T19:57:34Z
AreaEsfera,76,27,0.00,4.91,7876.00,0,0,0,0,22.22,10,0,2026-04-21T19:57:34Z
AreaEsfera,77,27,0.00,4.91,7876.00,0,0,0,0,22.22,10,0,2026-04-21T19:57:34Z
AreaEsfera,78,28,0.00,4.91,7876.00,0,0,0,0,22.22,10,0,2026-04-21T19:57:34Z
AreaEsfera,79,25,0.00,4.91,7876.00,0,0,0,0,18.75,10,0,2026-04-21T19:57:35Z
AreaEsfera,80,25,0.00,4.91,7876.00,0,0,0,0,25.00,10,0,2026-04-21T19:57:35Z
AreaEsfera,81,25,0.00,4.91,7876.00,0,0,0,0,18.75,10,0,2026-04-21T19:57:35Z
AreaEsfera,82,26,0.00,4.91,7876.00,0,0,0,0,25.00,10,0,2026-04-21T19:57:35Z
AreaEsfera,83,30,0.00,4.91,7876.00,0,0,0,0,31.58,10,0,2026-04-21T19:57:35Z
AreaEsfera,84,26,0.00,4.91,7876.00,0,0,0,0,33.33,10,0,2026-04-21T19:57:35Z
AreaEsfera,85,26,0.00,4.91,7876.00,0,0,0,0,25.00,10,0,2026-04-21T19:57:35Z
AreaEsfera,86,25,0.00,4.91,7876.00,0,0,0,0,25.00,10,0,2026-04-21T19:57:35Z
AreaEsfera,87,24,0.00,4.91,7876.00,0,0,0,0,26.67,10,0,2026-04-21T19:57:35Z
AreaEsfera,88,26,0.00,4.91,7876.00,0,0,0,0,17.65,10,0,2026-04-21T19:57:36Z
AreaEsfera,89,27,0.00,4.91,7876.00,0,0,0,0,29.41,10,0,2026-04-21T19:57:36Z
AreaEsfera,90,26,0.00,4.91,7876.00,0,0,0,0,25.00,10,0,2026-04-21T19:57:36Z
AreaEsfera,91,26,0.00,4.91,7876.00,0,0,0,0,22.22,10,0,2026-04-21T19:57:36Z
AreaEsfera,92,26,0.00,4.91,7876.00,0,0,0,0,18.75,10,0,2026-04-21T19:57:36Z
AreaEsfera,93,25,0.00,4.91,7876.00,0,0,0,0,27.78,10,0,2026-04-21T19:57:36Z
AreaEsfera,94,27,0.00,4.91,7876.00,0,0,0,0,23.53,10,0,2026-04-21T19:57:36Z
AreaEsfera,95,26,0.00,4.91,7876.00,0,0,0,0,23.53,10,0,2026-04-21T19:57:36Z
AreaEsfera,96,27,0.00,4.91,7876.00,0,0,0,0,27.78,10,0,2026-04-21T19:57:37Z
AreaEsfera,97,28,0.00,4.91,7876.00,0,0,0,0,17.65,10,0,2026-04-21T19:57:37Z
AreaEsfera,98,31,0.00,4.91,7876.00,0,0,0,0,27.78,10,0,2026-04-21T19:57:37Z
AreaEsfera,99,29,0.00,4.91,7876.00,0,0,0,0,26.32,10,0,2026-04-21T19:57:37Z
AreaEsfera,100,27,0.00,4.91,7876.00,0,0,0,0,29.41,10,0,2026-04-21T19:57:37Z
AreaRectangulo,1,24,0.00,4.91,7876.00,0,0,0,0,33.33,10,0,2026-04-21T19:57:37Z
AreaRectangulo,2,26,0.00,4.91,7876.00,0,0,0,0,38.46,10,0,2026-04-21T19:57:37Z
AreaRectangulo,3,23,0.00,4.91,7876.00,0,0,0,0,20.00,10,0,2026-04-21T19:57:37Z
AreaRectangulo,4,24,0.00,4.91,7876.00,0,0,0,0,27.27,10,0,2026-04-21T19:57:38Z
AreaRectangulo,5,23,0.00,4.91,7876.00,0,0,0,0,33.33,10,0,2026-04-21T19:57:38Z
AreaRectangulo,6,22,0.00,4.91,7876.00,0,0,0,0,33.33,10,0,2026-04-21T19:57:38Z
AreaRectangulo,7,22,0.00,4.91,7876.00,0,0,0,0,27.27,10,0,2026-04-21T19:57:38Z
AreaRectangulo,8,22,0.00,4.91,7876.00,0,0,0,0,33.33,10,0,2026-04-21T19:57:38Z
AreaRectangulo,9,23,0.00,4.91,7876.00,0,0,0,0,16.67,10,0,2026-04-21T19:57:38Z
AreaRectangulo,10,23,0.00,4.91,7876.00,0,0,0,0,25.00,10,0,2026-04-21T19:57:38Z
AreaRectangulo,11,25,0.00,4.91,7876.00,0,0,0,0,23.08,10,0,2026-04-21T19:57:38Z
AreaRectangulo,12,23,0.00,4.91,7876.00,0,0,0,0,33.33,10,0,2026-04-21T19:57:39Z
AreaRectangulo,13,26,0.00,4.91,7876.00,0,0,0,0,33.33,10,0,2026-04-21T19:57:39Z
AreaRectangulo,14,29,0.00,4.91,7876.00,0,0,0,0,26.32,10,0,2026-04-21T19:57:39Z
AreaRectangulo,15,25,0.00,4.91,7876.00,0,0,0,0,33.33,10,0,2026-04-21T19:57:39Z
AreaRectangulo,16,25,0.00,4.91,7876.00,0,0,0,0,25.00,10,0,2026-04-21T19:57:39Z
AreaRectangulo,17,26,0.00,4.91,7876.00,0,0,0,0,25.00,10,0,2026-04-21T19:57:39Z
AreaRectangulo,18,24,0.00,4.91,7876.00,0,0,0,0,33.33,10,0,2026-04-21T19:57:39Z
AreaRectangulo,19,25,0.00,4.91,7876.00,0,0,0,0,25.00,10,0,2026-04-21T19:57:39Z
AreaRectangulo,20,24,0.00,4.91,7876.00,0,0,0,0,20.00,10,0,2026-04-21T19:57:40Z
AreaRectangulo,21,25,0.00,4.91,7876.00,0,0,0,0,42.86,10,0,2026-04-21T19:57:40Z
AreaRectangulo,22,24,0.00,4.91,7876.00,0,0,0,0,33.33,10,0,2026-04-21T19:57:40Z
AreaRectangulo,23,30,0.00,4.91,7876.00,0,0,0,0,33.33,10,0,2026-04-21T19:57:40Z
AreaRectangulo,24,24,0.00,4.91,7876.00,0,0,0,0,8.33,10,0,2026-04-21T19:57:40Z
AreaRectangulo,25,23,0.00,4.91,7876.00,0,0,0,0,36.36,10,0,2026-04-21T19:57:40Z
AreaRectangulo,26,25,0.00,4.91,7876.00,0,0,0,0,25.00,10,0,2026-04-21T19:57:40Z
AreaRectangulo,27,25,0.00,4.91,7876.00,0,0,0,0,23.08,10,0,2026-04-21T19:57:40Z
AreaRectangulo,28,25,0.00,4.91,7876.00,0,0,0,0,25.00,10,0,2026-04-21T19:57:41Z
AreaRectangulo,29,25,0.00,4.91,7876.00,0,0,0,0,18.18,10,0,2026-04-21T19:57:41Z
AreaRectangulo,30,24,0.00,4.91,7876.00,0,0,0,0,30.77,10,0,2026-04-21T19:57:41Z
AreaRectangulo,31,39,0.00,4.91,7876.00,0,0,0,0,25.00,10,0,2026-04-21T19:57:41Z
AreaRectangulo,32,30,0.00,4.91,7876.00,0,0,0,0,38.46,10,0,2026-04-21T19:57:41Z
AreaRectangulo,33,27,0.00,4.91,7876.00,0,0,0,0,30.77,10,0,2026-04-21T19:57:41Z
AreaRectangulo,34,29,0.00,4.91,7876.00,0,0,0,0,38.46,10,0,2026-04-21T19:57:41Z
AreaRectangulo,35,28,0.00,4.91,7876.00,0,0,0,0,35.71,10,0,2026-04-21T19:57:42Z
AreaRectangulo,36,28,0.00,4.91,7876.00,0,0,0,0,30.77,10,0,2026-04-21T19:57:42Z
AreaRectangulo,37,25,0.00,4.91,7876.00,0,0,0,0,33.33,10,0,2026-04-21T19:57:42Z
AreaRectangulo,38,25,0.00,4.91,7876.00,0,0,0,0,23.08,10,0,2026-04-21T19:57:42Z
AreaRectangulo,39,27,0.00,4.91,7876.00,0,0,0,0,30.77,10,0,2026-04-21T19:57:42Z
AreaRectangulo,40,25,0.00,4.91,7876.00,0,0,0,0,23.08,10,0,2026-04-21T19:57:42Z
AreaRectangulo,41,27,0.00,4.91,7876.00,0,0,0,0,36.36,10,0,2026-04-21T19:57:42Z
AreaRectangulo,42,31,0.00,4.91,7876.00,0,0,0,0,15.38,10,0,2026-04-21T19:57:43Z
AreaRectangulo,43,24,0.00,4.91,7876.00,0,0,0,0,27.27,10,0,2026-04-21T19:57:43Z
AreaRectangulo,44,26,0.00,4.91,7876.00,0,0,0,0,23.08,10,0,2026-04-21T19:57:43Z
AreaRectangulo,45,27,0.00,4.91,7876.00,0,0,0,0,35.71,10,0,2026-04-21T19:57:43Z
