clase,ejecucion,tiempo_ms,memoria_kb
ConversionMetrosPies,71,60,59132
ConversionMetrosPies,72,70,57848
ConversionMetrosPies,73,60,57712
ConversionMetrosPies,74,70,57208
ConversionMetrosPies,75,60,57728
ConversionMetrosPies,76,70,58872
ConversionMetrosPies,77,60,57844
ConversionMetrosPies,78,70,58220
ConversionMetrosPies,79,60,59096
ConversionMetrosPies,80,80,57856
ConversionMetrosPies,81,60,57564
ConversionMetrosPies,82,70,59096
ConversionMetrosPies,83,60,58876
ConversionMetrosPies,84,70,59384
ConversionMetrosPies,85,60,58220
ConversionMetrosPies,86,70,58736
ConversionMetrosPies,87,60,58744
ConversionMetrosPies,88,70,59504
ConversionMetrosPies,89,60,58104
ConversionMetrosPies,90,70,58500
ConversionMetrosPies,91,60,57204
ConversionMetrosPies,92,70,58860
ConversionMetrosPies,93,60,57968
ConversionMetrosPies,94,60,58968
ConversionMetrosPies,95,80,59224
ConversionMetrosPies,96,60,58968
ConversionMetrosPies,97,80,58072
ConversionMetrosPies,98,60,57984
ConversionMetrosPies,99,70,58840
ConversionMetrosPies,100,60,58232
MediaGeometrica,1,70,55276
MediaGeometrica,2,60,56184
MediaGeometrica,3,70,55280
MediaGeometrica,4,60,53592
MediaGeometrica,5,50,53592
MediaGeometrica,6,60,55024
MediaGeometrica,7,50,53872
MediaGeometrica,8,50,40792
MediaGeometrica,9,60,53872
MediaGeometrica,10,50,55428
MediaGeometrica,11,60,53464
MediaGeometrica,12,70,53372
MediaGeometrica,13,60,53496
MediaGeometrica,14,70,53624
MediaGeometrica,15,50,55256
MediaGeometrica,16,70,55416
MediaGeometrica,17,60,56536
MediaGeometrica,18,70,56792
MediaGeometrica,19,60,53112
MediaGeometrica,20,70,56664
MediaGeometrica,21,50,53720
MediaGeometrica,22,70,53336
MediaGeometrica,23,60,53880
MediaGeometrica,24,70,56408
MediaGeometrica,25,60,56312
MediaGeometrica,26,70,55416
MediaGeometrica,27,60,56320
MediaGeometrica,28,70,56416
MediaGeometrica,29,70,56272
MediaGeometrica,30,70,56308
MediaGeometrica,31,60,56696
MediaGeometrica,32,70,53752
MediaGeometrica,33,60,56920
MediaGeometrica,34,70,56696
MediaGeometrica,35,60,56576
MediaGeometrica,36,80,56176
MediaGeometrica,37,50,53740
MediaGeometrica,38,70,57092
MediaGeometrica,39,50,55544
MediaGeometrica,40,70,56824
MediaGeometrica,41,50,55416
MediaGeometrica,42,70,55032
MediaGeometrica,43,60,56312
MediaGeometrica,44,60,55156
MediaGeometrica,45,60,53868
MediaGeometrica,46,70,56408
MediaGeometrica,47,60,57080
MediaGeometrica,48,80,56824
MediaGeometrica,49,60,56440
MediaGeometrica,50,70,53700
MediaGeometrica,51,60,56940
MediaGeometrica,52,70,53248
MediaGeometrica,53,60,56536
MediaGeometrica,54,70,56660
MediaGeometrica,55,60,56312
MediaGeometrica,56,70,56568
MediaGeometrica,57,60,53848
MediaGeometrica,58,60,55032
MediaGeometrica,59,70,56696
MediaGeometrica,60,60,56660
MediaGeometrica,61,70,56556
MediaGeometrica,62,60,56560
MediaGeometrica,63,70,56696
MediaGeometrica,64,50,55416
MediaGeometrica,65,70,56428
MediaGeometrica,66,50,56576
MediaGeometrica,67,70,53496
MediaGeometrica,68,50,55160
MediaGeometrica,69,70,55420
MediaGeometrica,70,50,53356
MediaGeometrica,71,60,57048
MediaGeometrica,72,70,54900
MediaGeometrica,73,50,56564
MediaGeometrica,74,70,53720
MediaGeometrica,75,50,55540
MediaGeometrica,76,70,55404
MediaGeometrica,77,60,56948
MediaGeometrica,78,70,53488
MediaGeometrica,79,60,56708
MediaGeometrica,80,70,55148
MediaGeometrica,81,50,56152
MediaGeometrica,82,70,56440
MediaGeometrica,83,60,53372
MediaGeometrica,84,70,53496
MediaGeometrica,85,50,55280
MediaGeometrica,86,70,56664
MediaGeometrica,87,50,54896
MediaGeometrica,88,70,53880
MediaGeometrica,89,50,55280
MediaGeometrica,90,70,56816
MediaGeometrica,91,60,53376
MediaGeometrica,92,70,56440
MediaGeometrica,93,60,56440
MediaGeometrica,94,70,55544
MediaGeometrica,95,60,53204
MediaGeometrica,96,70,56556
MediaGeometrica,97,60,56440
MediaGeometrica,98,70,56560
MediaGeometrica,99,60,53872
MediaGeometrica,100,70,53248
PromedioNumeros,1,50,55292
PromedioNumeros,2,70,54264
PromedioNumeros,3,50,55024
PromedioNumeros,4,70,56812
PromedioNumeros,5,50,55548
PromedioNumeros,6,80,56196
PromedioNumeros,7,70,56700
PromedioNumeros,8,70,56428
PromedioNumeros,9,50,53484
PromedioNumeros,10,70,53628
PromedioNumeros,11,50,53700
PromedioNumeros,12,70,56056
PromedioNumeros,13,70,56564
PromedioNumeros,14,70,56816
PromedioNumeros,15,60,53624
PromedioNumeros,16,70,53368
PromedioNumeros,17,60,55672
PromedioNumeros,18,70,56664
PromedioNumeros,19,70,56568
PromedioNumeros,20,60,55512
PromedioNumeros,21,60,55896
PromedioNumeros,22,70,55288
PromedioNumeros,23,50,53616
PromedioNumeros,24,70,55384
PromedioNumeros,25,50,55032
PromedioNumeros,26,70,55424
PromedioNumeros,27,50,56664
PromedioNumeros,28,70,54776
PromedioNumeros,29,70,56304
PromedioNumeros,30,80,56432
PromedioNumeros,31,60,56408
PromedioNumeros,32,70,54904
PromedioNumeros,33,50,55152
PromedioNumeros,34,70,56196
PromedioNumeros,35,50,53492
PromedioNumeros,36,80,56280
PromedioNumeros,37,60,56952
PromedioNumeros,38,70,55128
PromedioNumeros,39,50,55416
PromedioNumeros,40,70,53588
PromedioNumeros,41,50,56672
PromedioNumeros,42,70,56176
PromedioNumeros,43,60,56812
PromedioNumeros,44,70,56560
PromedioNumeros,45,50,56312
PromedioNumeros,46,70,56556
PromedioNumeros,47,50,55040
PromedioNumeros,48,70,55288
PromedioNumeros,49,60,56816
PromedioNumeros,50,70,55032
PromedioNumeros,51,60,56824
PromedioNumeros,52,70,56688
PromedioNumeros,53,50,53752
PromedioNumeros,54,70,55512
PromedioNumeros,55,50,53624
PromedioNumeros,56,70,56560
PromedioNumeros,57,60,56824
PromedioNumeros,58,60,56440
PromedioNumeros,59,70,56432
PromedioNumeros,60,50,55160
PromedioNumeros,61,70,55288
PromedioNumeros,62,60,55128
PromedioNumeros,63,70,55384
PromedioNumeros,64,50,55272
PromedioNumeros,65,70,56944
PromedioNumeros,66,60,57048
PromedioNumeros,67,70,56184
PromedioNumeros,68,50,55288
PromedioNumeros,69,70,56568
PromedioNumeros,70,50,53616
PromedioNumeros,71,70,55020
PromedioNumeros,72,50,55044
PromedioNumeros,73,70,53496
PromedioNumeros,74,60,56828
PromedioNumeros,75,80,56576
PromedioNumeros,76,60,56536
PromedioNumeros,77,70,55416
PromedioNumeros,78,60,56576
PromedioNumeros,79,60,40440
PromedioNumeros,80,50,53624
PromedioNumeros,81,60,55284
PromedioNumeros,82,50,55148
PromedioNumeros,83,50,55288
PromedioNumeros,84,50,55384
PromedioNumeros,85,60,54972
PromedioNumeros,86,50,53496
PromedioNumeros,87,60,56568
PromedioNumeros,88,60,56448
PromedioNumeros,89,70,54768
PromedioNumeros,90,60,57080
PromedioNumeros,91,70,55024
PromedioNumeros,92,60,56556
PromedioNumeros,93,80,56408
PromedioNumeros,94,60,56696
PromedioNumeros,95,70,55276
PromedioNumeros,96,50,53752
PromedioNumeros,97,70,55160
PromedioNumeros,98,50,55160
PromedioNumeros,99,70,56432
PromedioNumeros,100,50,55020
MediaPonderada,1,70,54156
MediaPonderada,2,50,53744
MediaPonderada,3,70,56440
MediaPonderada,4,50,55284
MediaPonderada,5,70,56576
MediaPonderada,6,50,56568
MediaPonderada,7,70,55288
MediaPonderada,8,50,53880
MediaPonderada,9,70,55288
MediaPonderada,10,60,56792
MediaPonderada,11,70,54008
MediaPonderada,12,50,53572
MediaPonderada,13,70,56684
MediaPonderada,14,50,53464
MediaPonderada,15,70,53612
MediaPonderada,16,60,56312
MediaPonderada,17,70,53368
MediaPonderada,18,60,56308
MediaPonderada,19,70,55532
MediaPonderada,20,60,56812
MediaPonderada,21,70,55412
MediaPonderada,22,60,57080
MediaPonderada,23,70,55256
MediaPonderada,24,50,54872
MediaPonderada,25,70,55128
MediaPonderada,26,60,56408
MediaPonderada,27,70,54748
MediaPonderada,28,50,53356
MediaPonderada,29,70,55000
MediaPonderada,30,50,55032
MediaPonderada,31,70,56312
MediaPonderada,32,60,56440
MediaPonderada,33,70,53876
MediaPonderada,34,50,53752
MediaPonderada,35,70,56696
MediaPonderada,36,50,56664
MediaPonderada,37,70,55384
MediaPonderada,38,70,57080
MediaPonderada,39,70,56560
MediaPonderada,40,50,53592
MediaPonderada,41,70,53612
MediaPonderada,42,50,53628
MediaPonderada,43,70,56568
MediaPonderada,44,50,55416
MediaPonderada,45,70,56440
MediaPonderada,46,60,56304
MediaPonderada,47,70,55300
MediaPonderada,48,50,55256
MediaPonderada,49,50,40668
MediaPonderada,50,70,53376
MediaPonderada,51,50,55276
MediaPonderada,52,70,56536
MediaPonderada,53,50,55412
MediaPonderada,54,70,55000
MediaPonderada,55,50,55256
MediaPonderada,56,70,56312
MediaPonderada,57,50,53496
MediaPonderada,58,70,56560
MediaPonderada,59,50,55256
MediaPonderada,60,70,56176
MediaPonderada,61,50,55384
MediaPonderada,62,70,56824
MediaPonderada,63,50,55164
MediaPonderada,64,80,56316
MediaPonderada,65,60,56452
MediaPonderada,66,50,55536
MediaPonderada,67,70,53592
MediaPonderada,68,70,56180
MediaPonderada,69,70,53376
MediaPonderada,70,50,53636
MediaPonderada,71,70,55032
MediaPonderada,72,50,40440
MediaPonderada,73,70,56952
MediaPonderada,74,60,56308
MediaPonderada,75,70,56664
MediaPonderada,76,60,57072
MediaPonderada,77,70,56280
MediaPonderada,78,50,55156
MediaPonderada,79,70,56312
MediaPonderada,80,50,40792
MediaPonderada,81,70,56568
MediaPonderada,82,50,53748
MediaPonderada,83,70,55800
MediaPonderada,84,50,55544
MediaPonderada,85,70,55160
MediaPonderada,86,60,56688
MediaPonderada,87,70,56696
MediaPonderada,88,60,56536
MediaPonderada,89,70,56568
MediaPonderada,90,70,56428
MediaPonderada,91,70,53996
MediaPonderada,92,60,56664
MediaPonderada,93,70,55292
MediaPonderada,94,60,54896
MediaPonderada,95,70,57208
MediaPonderada,96,60,56312
MediaPonderada,97,80,56576
MediaPonderada,98,50,56944
MediaPonderada,99,70,54008
MediaPonderada,100,50,55128
NumeroPalindromo,1,70,57216
NumeroPalindromo,2,70,57588
NumeroPalindromo,3,70,57080
NumeroPalindromo,4,70,58104
NumeroPalindromo,5,60,57304
NumeroPalindromo,6,70,57976
NumeroPalindromo,7,60,57472
NumeroPalindromo,8,60,57844
NumeroPalindromo,9,60,58732
NumeroPalindromo,10,80,57708
NumeroPalindromo,11,60,58744
NumeroPalindromo,12,80,56944
NumeroPalindromo,13,70,57584
NumeroPalindromo,14,80,57432
NumeroPalindromo,15,60,57720
NumeroPalindromo,16,80,57336
NumeroPalindromo,17,70,57592
NumeroPalindromo,18,70,57592
NumeroPalindromo,19,60,58628
NumeroPalindromo,20,70,58712
NumeroPalindromo,21,60,58840
NumeroPalindromo,22,80,57560
NumeroPalindromo,23,70,57964
NumeroPalindromo,24,70,58072
NumeroPalindromo,25,70,57688
NumeroPalindromo,26,70,58484
NumeroPalindromo,27,60,58352
NumeroPalindromo,28,70,57976
NumeroPalindromo,29,60,58860
NumeroPalindromo,30,70,58360
NumeroPalindromo,31,70,57472
NumeroPalindromo,32,70,57816
NumeroPalindromo,33,70,57944
NumeroPalindromo,34,80,57336
NumeroPalindromo,35,60,57860
NumeroPalindromo,36,70,58468
NumeroPalindromo,37,70,57968
NumeroPalindromo,38,80,57816
NumeroPalindromo,39,60,57708
NumeroPalindromo,40,70,58488
NumeroPalindromo,41,60,58736
NumeroPalindromo,42,70,57720
NumeroPalindromo,43,60,58328
NumeroPalindromo,44,80,57336
NumeroPalindromo,45,70,57460
NumeroPalindromo,46,80,58360
NumeroPalindromo,47,70,57592
NumeroPalindromo,48,70,57576
NumeroPalindromo,49,60,56960
NumeroPalindromo,50,70,58740
NumeroPalindromo,51,60,58580
NumeroPalindromo,52,70,57716
NumeroPalindromo,53,60,57976
NumeroPalindromo,54,70,57716
NumeroPalindromo,55,60,57596
NumeroPalindromo,56,80,58744
NumeroPalindromo,57,60,58500
NumeroPalindromo,58,70,56952
NumeroPalindromo,59,60,58584
NumeroPalindromo,60,80,57708
NumeroPalindromo,61,60,58872
NumeroPalindromo,62,60,58476
NumeroPalindromo,63,70,57988
NumeroPalindromo,64,70,57688
NumeroPalindromo,65,70,58456
NumeroPalindromo,66,70,57816
NumeroPalindromo,67,70,57848
NumeroPalindromo,68,80,57976
NumeroPalindromo,69,60,57848
NumeroPalindromo,70,80,58492
NumeroPalindromo,71,70,57976
NumeroPalindromo,72,70,57848
NumeroPalindromo,73,60,58996
NumeroPalindromo,74,70,57592
NumeroPalindromo,75,60,58352
NumeroPalindromo,76,70,58368
NumeroPalindromo,77,70,57336
NumeroPalindromo,78,70,57208
NumeroPalindromo,79,60,58616
NumeroPalindromo,80,80,57592
NumeroPalindromo,81,70,57200
NumeroPalindromo,82,70,57688
NumeroPalindromo,83,70,58360
NumeroPalindromo,84,60,58488
NumeroPalindromo,85,80,57340
NumeroPalindromo,86,70,57856
NumeroPalindromo,87,80,58116
NumeroPalindromo,88,70,57304
NumeroPalindromo,89,80,57816
NumeroPalindromo,90,60,58484
NumeroPalindromo,91,80,57660
NumeroPalindromo,92,60,57304
NumeroPalindromo,93,80,57688
NumeroPalindromo,94,60,58104
NumeroPalindromo,95,70,58744
NumeroPalindromo,96,60,57708
NumeroPalindromo,97,70,57716
NumeroPalindromo,98,70,58072
NumeroPalindromo,99,70,58104
NumeroPalindromo,100,60,58864
ValorAbsoluto,1,70,56024
ValorAbsoluto,2,60,56568
ValorAbsoluto,3,70,56280
ValorAbsoluto,4,60,55800
ValorAbsoluto,5,70,56052
ValorAbsoluto,6,60,55664
ValorAbsoluto,7,70,54524
ValorAbsoluto,8,50,55792
ValorAbsoluto,9,70,56184
ValorAbsoluto,10,70,56044
ValorAbsoluto,11,70,55804
ValorAbsoluto,12,50,56024
ValorAbsoluto,13,70,56312
ValorAbsoluto,14,70,56688
ValorAbsoluto,15,70,56184
ValorAbsoluto,16,50,55640
ValorAbsoluto,17,70,57428
ValorAbsoluto,18,50,57048
ValorAbsoluto,19,70,56024
ValorAbsoluto,20,50,55920
ValorAbsoluto,21,70,56184
ValorAbsoluto,22,50,55768
ValorAbsoluto,23,70,56920
ValorAbsoluto,24,50,56152
ValorAbsoluto,25,70,56192
ValorAbsoluto,26,60,55928
ValorAbsoluto,27,70,56176
ValorAbsoluto,28,60,57072
ValorAbsoluto,29,80,57588
ValorAbsoluto,30,60,56184
ValorAbsoluto,31,70,56312
ValorAbsoluto,32,60,56700
ValorAbsoluto,33,70,56832
ValorAbsoluto,34,50,56308
ValorAbsoluto,35,70,56024
ValorAbsoluto,36,60,56188
ValorAbsoluto,37,70,56568
ValorAbsoluto,38,60,57092
ValorAbsoluto,39,70,56312
ValorAbsoluto,40,70,57592
ValorAbsoluto,41,70,55928
ValorAbsoluto,42,60,57208
ValorAbsoluto,43,60,56792
ValorAbsoluto,44,50,55800
ValorAbsoluto,45,70,55416
ValorAbsoluto,46,60,56056
ValorAbsoluto,47,70,55896
ValorAbsoluto,48,60,56676
ValorAbsoluto,49,70,56184
ValorAbsoluto,50,60,57176
ValorAbsoluto,51,80,57964
ValorAbsoluto,52,50,56564
ValorAbsoluto,53,70,55896
ValorAbsoluto,54,70,56184
ValorAbsoluto,55,70,57048
ValorAbsoluto,56,50,55924
ValorAbsoluto,57,70,56696
ValorAbsoluto,58,50,55896
ValorAbsoluto,59,80,56056
ValorAbsoluto,60,60,55160
ValorAbsoluto,61,80,56952
ValorAbsoluto,62,60,57048
ValorAbsoluto,63,70,56696
ValorAbsoluto,64,60,55928
ValorAbsoluto,65,70,56056
ValorAbsoluto,66,70,55896
ValorAbsoluto,67,70,57048
ValorAbsoluto,68,60,55024
ValorAbsoluto,69,80,57560
ValorAbsoluto,70,60,56952
ValorAbsoluto,71,70,56060
ValorAbsoluto,72,60,56680
ValorAbsoluto,73,70,56152
ValorAbsoluto,74,70,57856
ValorAbsoluto,75,70,56184
ValorAbsoluto,76,50,56176
ValorAbsoluto,77,70,57336
ValorAbsoluto,78,50,56280
ValorAbsoluto,79,80,57844
ValorAbsoluto,80,60,56032
ValorAbsoluto,81,70,57196
ValorAbsoluto,82,70,56184
ValorAbsoluto,83,80,57688
ValorAbsoluto,84,50,56056
ValorAbsoluto,85,70,56836
ValorAbsoluto,86,50,56280
ValorAbsoluto,87,70,56824
ValorAbsoluto,88,60,56816
ValorAbsoluto,89,60,55920
ValorAbsoluto,90,80,57528
ValorAbsoluto,91,70,57432
ValorAbsoluto,92,50,56188
ValorAbsoluto,93,70,56696
ValorAbsoluto,94,50,56184
ValorAbsoluto,95,70,57196
ValorAbsoluto,96,60,56048
ValorAbsoluto,97,70,56836
ValorAbsoluto,98,60,57720
ValorAbsoluto,99,80,56176
ValorAbsoluto,100,70,58104
InvertirNumero,1,70,53748
InvertirNumero,2,60,55760
InvertirNumero,3,70,53720
InvertirNumero,4,50,40564
InvertirNumero,5,70,53720
InvertirNumero,6,50,40952
InvertirNumero,7,70,53368
InvertirNumero,8,50,40184
InvertirNumero,9,70,56184
InvertirNumero,10,60,56536
InvertirNumero,11,60,40564
InvertirNumero,12,60,53756
InvertirNumero,13,70,53756
InvertirNumero,14,50,40952
InvertirNumero,15,60,40440
InvertirNumero,16,50,53872
InvertirNumero,17,60,53872
InvertirNumero,18,50,53464
InvertirNumero,19,80,56296
InvertirNumero,20,70,56684
InvertirNumero,21,80,55672
InvertirNumero,22,60,56952
InvertirNumero,23,70,56308
InvertirNumero,24,60,56696
InvertirNumero,25,70,55916
InvertirNumero,26,60,56824
InvertirNumero,27,70,53468
InvertirNumero,28,50,53484
InvertirNumero,29,70,53336
InvertirNumero,30,60,56304
InvertirNumero,31,70,53752
InvertirNumero,32,60,56052
InvertirNumero,33,70,53240
InvertirNumero,34,60,56196
InvertirNumero,35,70,53488
InvertirNumero,36,70,56952
InvertirNumero,37,70,56664
InvertirNumero,38,50,40920
InvertirNumero,39,70,53588
InvertirNumero,40,50,56160
InvertirNumero,41,70,57176
InvertirNumero,42,60,56564
InvertirNumero,43,70,53624
InvertirNumero,44,70,56792
InvertirNumero,45,70,53752
InvertirNumero,46,60,56184
InvertirNumero,47,70,55796
InvertirNumero,48,50,53496
InvertirNumero,49,70,56572
InvertirNumero,50,70,56312
InvertirNumero,51,70,53368
InvertirNumero,52,50,40296
InvertirNumero,53,80,56440
InvertirNumero,54,50,53872
InvertirNumero,55,70,53608
InvertirNumero,56,50,53624
InvertirNumero,57,70,56176
InvertirNumero,58,50,40696
InvertirNumero,59,70,53720
InvertirNumero,60,70,56568
InvertirNumero,61,80,56056
InvertirNumero,62,50,55928
InvertirNumero,63,60,40568
InvertirNumero,64,60,56824
InvertirNumero,65,70,53368
InvertirNumero,66,50,53616
InvertirNumero,67,80,56536
InvertirNumero,68,70,56184
InvertirNumero,69,60,40452
InvertirNumero,70,50,40536
InvertirNumero,71,70,56408
InvertirNumero,72,50,53752
InvertirNumero,73,70,40568
InvertirNumero,74,70,56784
InvertirNumero,75,70,53748
InvertirNumero,76,50,53740
InvertirNumero,77,70,56436
InvertirNumero,78,50,56408
InvertirNumero,79,70,56428
InvertirNumero,80,60,55876
InvertirNumero,81,70,53624
InvertirNumero,82,50,40536
InvertirNumero,83,60,53484
InvertirNumero,84,50,56440
InvertirNumero,85,70,53748
InvertirNumero,86,50,53744
InvertirNumero,87,80,56180
InvertirNumero,88,50,53624
InvertirNumero,89,60,40804
InvertirNumero,90,70,56172
InvertirNumero,91,70,53372
InvertirNumero,92,70,56152
InvertirNumero,93,70,55672
InvertirNumero,94,70,56440
InvertirNumero,95,70,56024
InvertirNumero,96,70,53496
InvertirNumero,97,80,56688
InvertirNumero,98,70,56708
InvertirNumero,99,70,53612
InvertirNumero,100,60,53624
CalculoSalario,1,70,54768
CalculoSalario,2,60,56288
CalculoSalario,3,70,54872
CalculoSalario,4,50,55252
CalculoSalario,5,70,56304
CalculoSalario,6,50,55428
CalculoSalario,7,70,56056
CalculoSalario,8,60,55512
CalculoSalario,9,70,55288
CalculoSalario,10,60,56824
CalculoSalario,11,70,54776
CalculoSalario,12,50,53620
CalculoSalario,13,70,55000
CalculoSalario,14,50,53876
CalculoSalario,15,70,54136
CalculoSalario,16,50,54136
CalculoSalario,17,50,54980
CalculoSalario,18,70,56568
CalculoSalario,19,50,55032
CalculoSalario,20,70,54776
CalculoSalario,21,50,56568
CalculoSalario,22,70,55276
CalculoSalario,23,60,53624
CalculoSalario,24,70,55384
CalculoSalario,25,60,56820
CalculoSalario,26,70,56312
CalculoSalario,27,50,53624
CalculoSalario,28,70,56956
CalculoSalario,29,50,55028
CalculoSalario,30,60,55292
CalculoSalario,31,70,55160
CalculoSalario,32,60,56416
CalculoSalario,33,70,56528
CalculoSalario,34,60,56448
CalculoSalario,35,70,55128
CalculoSalario,36,50,53752
CalculoSalario,37,70,56408
CalculoSalario,38,50,55416
CalculoSalario,39,70,53752
CalculoSalario,40,60,56816
CalculoSalario,41,70,56048
CalculoSalario,42,50,56696
CalculoSalario,43,70,56824
CalculoSalario,44,50,53880
CalculoSalario,45,70,56688
CalculoSalario,46,60,57080
CalculoSalario,47,70,56568
CalculoSalario,48,70,56408
CalculoSalario,49,70,53880
CalculoSalario,50,60,56048
CalculoSalario,51,70,56432
CalculoSalario,52,60,56568
CalculoSalario,53,70,55032
CalculoSalario,54,50,55416
CalculoSalario,55,70,56824
CalculoSalario,56,50,55276
CalculoSalario,57,70,55148
CalculoSalario,58,60,56580
CalculoSalario,59,80,56440
CalculoSalario,60,50,53720
CalculoSalario,61,70,56432
CalculoSalario,62,60,56556
CalculoSalario,63,70,56700
CalculoSalario,64,60,56572
CalculoSalario,65,70,55272
CalculoSalario,66,60,56664
CalculoSalario,67,70,53748
CalculoSalario,68,50,55032
CalculoSalario,69,70,56432
CalculoSalario,70,50,53468
CalculoSalario,71,80,56056
CalculoSalario,72,70,56536
CalculoSalario,73,80,56408
CalculoSalario,74,50,55128
CalculoSalario,75,70,56308
CalculoSalario,76,50,56696
CalculoSalario,77,70,56664
CalculoSalario,78,50,55276
CalculoSalario,79,60,53892
CalculoSalario,80,60,54404
CalculoSalario,81,70,53356
CalculoSalario,82,50,53868
CalculoSalario,83,70,56824
CalculoSalario,84,50,54904
CalculoSalario,85,70,56176
CalculoSalario,86,50,55256
CalculoSalario,87,70,55148
CalculoSalario,88,60,56444
CalculoSalario,89,70,56812
CalculoSalario,90,60,56448
CalculoSalario,91,80,56536
CalculoSalario,92,60,56320
CalculoSalario,93,60,56952
CalculoSalario,94,70,56312
CalculoSalario,95,60,53496
CalculoSalario,96,70,55148
CalculoSalario,97,60,56536
CalculoSalario,98,70,56180
CalculoSalario,99,60,56536
CalculoSalario,100,70,55416
Varianza,1,60,55280
Varianza,2,70,55160
Varianza,3,60,53744
Varianza,4,70,53468
Varianza,5,60,56536
Varianza,6,70,55160
Varianza,7,60,56696
Varianza,8,70,56444
Varianza,9,50,55040
Varianza,10,70,53592
Varianza,11,60,55044
Varianza,12,80,56428
Varianza,13,50,53616
Varianza,14,70,53496
Varianza,15,60,56820
Varianza,16,70,53632
Varianza,17,50,40160
Varianza,18,70,53744
Varianza,19,70,56536
Varianza,20,70,56300
Varianza,21,60,54136
Varianza,22,70,56312
Varianza,23,60,56556
Varianza,24,70,55128
Varianza,25,60,53496
Varianza,26,70,56792
Varianza,27,50,53996
Varianza,28,70,54636
Varianza,29,60,53852
Varianza,30,70,40696
Varianza,31,50,40568
Varianza,32,70,56560
Varianza,33,70,57080
Varianza,34,70,53496
Varianza,35,60,56432
Varianza,36,70,53488
Varianza,37,60,56184
Varianza,38,70,55128
Varianza,39,50,40696
Varianza,40,60,40692
Varianza,41,60,56568
Varianza,42,60,55896
Varianza,43,50,55800
Varianza,44,70,56324
Varianza,45,60,53716
Varianza,46,70,56572
Varianza,47,50,40948
Varianza,48,70,56280
Varianza,49,60,53080
Varianza,50,70,40568
Varianza,51,60,56452
Varianza,52,70,56440
Varianza,53,60,57208
Varianza,54,70,56704
Varianza,55,60,56564
Varianza,56,60,56184
Varianza,57,60,55384
Varianza,58,70,56708
Varianza,59,60,56692
Varianza,60,70,56444
Varianza,61,60,56836
Varianza,62,60,53760
Varianza,63,70,56568
Varianza,64,60,53496
Varianza,65,70,56952
Varianza,66,60,56312
Varianza,67,70,56184
Varianza,68,60,56832
Varianza,69,70,53368
Varianza,70,70,56308
Varianza,71,70,53748
Varianza,72,60,56812
Varianza,73,70,56536
Varianza,74,60,56664
Varianza,75,70,53496
Varianza,76,60,56812
Varianza,77,70,55160
Varianza,78,70,56312
Varianza,79,70,56664
Varianza,80,60,56536
Varianza,81,70,40536
Varianza,82,60,56580
Varianza,83,70,53232
Varianza,84,50,55288
Varianza,85,70,56664
Varianza,86,50,53752
Varianza,87,50,40664
Varianza,88,70,53880
Varianza,89,50,53752
Varianza,90,70,56428
Varianza,91,60,56940
Varianza,92,70,56440
Varianza,93,70,56184
Varianza,94,70,56568
Varianza,95,50,53372
Varianza,96,70,53592
Varianza,97,50,55416
Varianza,98,70,53592
Varianza,99,70,56696
Varianza,100,70,53236
Presion,1,50,53888
Presion,2,70,56408
Presion,3,50,53600
Presion,4,70,53752
Presion,5,60,55676
Presion,6,60,55788
Presion,7,70,54136
Presion,8,70,56280
Presion,9,70,55288
Presion,10,60,53496
Presion,11,50,55148
Presion,12,70,56704
Presion,13,60,54616
Presion,14,50,55640
Presion,15,70,56320
Presion,16,60,55160
Presion,17,70,57208
Presion,18,50,55416
Presion,19,70,55288
Presion,20,60,53612
Presion,21,70,53592
Presion,22,60,53620
Presion,23,70,55288
Presion,24,50,53868
Presion,25,70,55536
Presion,26,50,55284
Presion,27,70,53484
Presion,28,50,55264
Presion,29,70,53232
Presion,30,60,53628
Presion,31,80,56428
Presion,32,50,56948
Presion,33,70,55412
Presion,34,50,55156
Presion,35,70,55416
Presion,36,60,53500
Presion,37,80,56440
Presion,38,60,56696
Presion,39,70,56672
Presion,40,60,57208
Presion,41,70,56448
Presion,42,60,56688
Presion,43,60,55512
Presion,44,50,54744
Presion,45,70,55384
Presion,46,60,53624
Presion,47,70,56408
Presion,48,50,55416
Presion,49,70,55272
Presion,50,50,55672
Presion,51,70,56664
Presion,52,60,56440
Presion,53,80,56312
Presion,54,60,56820
Presion,55,70,55384
Presion,56,60,56952
Presion,57,70,55800
Presion,58,60,57048
Presion,59,70,55532
Presion,60,50,55544
Presion,61,70,56576
Presion,62,60,56664
Presion,63,70,56536
Presion,64,50,55636
Presion,65,80,56180
Presion,66,70,56824
Presion,67,70,55544
Presion,68,60,56960
Presion,69,60,57456
Presion,70,70,55288
Presion,71,60,56708
Presion,72,70,57212
Presion,73,60,56432
Presion,74,70,56816
Presion,75,60,56536
Presion,76,70,54376
Presion,77,50,54124
Presion,78,70,56188
Presion,79,60,56952
Presion,80,70,55032
Presion,81,50,55288
Presion,82,70,56316
Presion,83,60,53336
Presion,84,70,55288
Presion,85,60,56696
Presion,86,70,53588
Presion,87,60,56952
Presion,88,70,57208
Presion,89,60,56824
Presion,90,70,56408
Presion,91,50,55544
Presion,92,70,56312
Presion,93,50,54752
Presion,94,70,56564
Presion,95,60,56816
Presion,96,70,56196
Presion,97,50,56696
Presion,98,70,56572
Presion,99,50,55544
Presion,100,70,53620
Cuartiles,1,50,55536
Cuartiles,2,70,54136
