clase,ejecucion,tiempo_ms,memoria_kb
CalculosCirculo,54,70,56948
CalculosCirculo,55,60,56440
CalculosCirculo,56,70,55428
CalculosCirculo,57,60,56680
CalculosCirculo,58,70,56812
CalculosCirculo,59,70,56304
CalculosCirculo,60,50,55128
CalculosCirculo,61,70,56312
CalculosCirculo,62,50,55164
CalculosCirculo,63,70,56536
CalculosCirculo,64,60,57072
CalculosCirculo,65,70,56572
CalculosCirculo,66,50,53760
CalculosCirculo,67,70,56568
CalculosCirculo,68,50,53496
CalculosCirculo,69,70,56920
CalculosCirculo,70,60,56568
CalculosCirculo,71,70,55672
CalculosCirculo,72,50,55404
CalculosCirculo,73,70,53376
CalculosCirculo,74,50,55544
CalculosCirculo,75,70,56824
CalculosCirculo,76,50,55128
CalculosCirculo,77,70,53884
CalculosCirculo,78,50,55532
CalculosCirculo,79,70,55280
CalculosCirculo,80,70,56280
CalculosCirculo,81,80,56568
CalculosCirculo,82,50,56408
CalculosCirculo,83,60,55288
CalculosCirculo,84,50,55408
CalculosCirculo,85,70,55288
CalculosCirculo,86,60,57068
CalculosCirculo,87,50,55776
CalculosCirculo,88,70,53352
CalculosCirculo,89,50,55144
CalculosCirculo,90,50,55152
CalculosCirculo,91,70,56568
CalculosCirculo,92,50,55160
CalculosCirculo,93,70,56192
CalculosCirculo,94,60,56568
CalculosCirculo,95,70,55544
CalculosCirculo,96,50,55168
CalculosCirculo,97,70,56952
CalculosCirculo,98,60,56956
CalculosCirculo,99,70,56676
CalculosCirculo,100,50,55168
EnergiaPotencial,1,70,56696
EnergiaPotencial,2,60,56556
EnergiaPotencial,3,60,55160
EnergiaPotencial,4,70,56168
EnergiaPotencial,5,60,55928
EnergiaPotencial,6,70,56312
EnergiaPotencial,7,50,55032
EnergiaPotencial,8,70,55536
EnergiaPotencial,9,50,55672
EnergiaPotencial,10,70,53860
EnergiaPotencial,11,60,53880
EnergiaPotencial,12,70,56792
EnergiaPotencial,13,50,55536
EnergiaPotencial,14,70,55668
EnergiaPotencial,15,50,55536
EnergiaPotencial,16,70,55024
EnergiaPotencial,17,50,55544
EnergiaPotencial,18,60,53876
EnergiaPotencial,19,50,55416
EnergiaPotencial,20,70,55552
EnergiaPotencial,21,50,55160
EnergiaPotencial,22,70,56440
EnergiaPotencial,23,50,55152
EnergiaPotencial,24,50,55512
EnergiaPotencial,25,70,55384
EnergiaPotencial,26,50,55428
EnergiaPotencial,27,70,56568
EnergiaPotencial,28,50,56536
EnergiaPotencial,29,70,54660
EnergiaPotencial,30,60,53496
EnergiaPotencial,31,70,55384
EnergiaPotencial,32,50,56312
EnergiaPotencial,33,70,53496
EnergiaPotencial,34,50,56316
EnergiaPotencial,35,70,55544
EnergiaPotencial,36,50,55668
EnergiaPotencial,37,70,56792
EnergiaPotencial,38,60,56944
EnergiaPotencial,39,60,55032
EnergiaPotencial,40,50,55036
EnergiaPotencial,41,70,56696
EnergiaPotencial,42,50,55544
EnergiaPotencial,43,70,56792
EnergiaPotencial,44,50,55788
EnergiaPotencial,45,70,55800
EnergiaPotencial,46,70,56944
EnergiaPotencial,47,70,55916
EnergiaPotencial,48,50,54008
EnergiaPotencial,49,70,55408
EnergiaPotencial,50,60,56816
EnergiaPotencial,51,50,55416
EnergiaPotencial,52,60,55672
EnergiaPotencial,53,70,55544
EnergiaPotencial,54,60,56556
EnergiaPotencial,55,70,55160
EnergiaPotencial,56,60,56308
EnergiaPotencial,57,70,57324
EnergiaPotencial,58,50,55672
EnergiaPotencial,59,70,56308
EnergiaPotencial,60,60,53752
EnergiaPotencial,61,70,56568
EnergiaPotencial,62,50,55036
EnergiaPotencial,63,70,55652
EnergiaPotencial,64,60,57212
EnergiaPotencial,65,70,56924
EnergiaPotencial,66,50,55664
EnergiaPotencial,67,70,53500
EnergiaPotencial,68,50,55288
EnergiaPotencial,69,60,56568
EnergiaPotencial,70,70,55532
EnergiaPotencial,71,60,56692
EnergiaPotencial,72,70,55280
EnergiaPotencial,73,70,56440
EnergiaPotencial,74,70,53368
EnergiaPotencial,75,60,53892
EnergiaPotencial,76,70,56536
EnergiaPotencial,77,60,56312
EnergiaPotencial,78,70,53360
EnergiaPotencial,79,50,55288
EnergiaPotencial,80,70,56688
EnergiaPotencial,81,70,56696
EnergiaPotencial,82,70,56440
EnergiaPotencial,83,50,55032
EnergiaPotencial,84,70,56816
EnergiaPotencial,85,60,56944
EnergiaPotencial,86,70,55288
EnergiaPotencial,87,60,56688
EnergiaPotencial,88,70,56820
EnergiaPotencial,89,60,56920
EnergiaPotencial,90,70,56556
EnergiaPotencial,91,50,53752
EnergiaPotencial,92,60,55036
EnergiaPotencial,93,60,55768
EnergiaPotencial,94,70,55384
EnergiaPotencial,95,50,55512
EnergiaPotencial,96,70,56812
EnergiaPotencial,97,50,55256
EnergiaPotencial,98,70,53368
EnergiaPotencial,99,60,57068
EnergiaPotencial,100,70,53240
CalculoIMC,1,60,56440
CalculoIMC,2,70,54904
CalculoIMC,3,50,57176
CalculoIMC,4,70,56568
CalculoIMC,5,60,56568
CalculoIMC,6,70,56572
CalculoIMC,7,60,56408
CalculoIMC,8,70,55032
CalculoIMC,9,60,55040
CalculoIMC,10,70,55668
CalculoIMC,11,50,55156
CalculoIMC,12,70,53592
CalculoIMC,13,70,53624
CalculoIMC,14,50,53592
CalculoIMC,15,50,55640
CalculoIMC,16,70,55152
CalculoIMC,17,60,56184
CalculoIMC,18,70,55672
CalculoIMC,19,50,55020
CalculoIMC,20,70,56312
CalculoIMC,21,60,56820
CalculoIMC,22,70,53504
CalculoIMC,23,50,55160
CalculoIMC,24,70,55276
CalculoIMC,25,60,56952
CalculoIMC,26,70,56312
CalculoIMC,27,50,53752
CalculoIMC,28,70,56568
CalculoIMC,29,50,53620
CalculoIMC,30,70,55140
CalculoIMC,31,60,56152
CalculoIMC,32,80,56952
CalculoIMC,33,70,56568
CalculoIMC,34,70,56440
CalculoIMC,35,50,55032
CalculoIMC,36,70,56568
CalculoIMC,37,60,56940
CalculoIMC,38,80,56800
CalculoIMC,39,50,40696
CalculoIMC,40,70,55000
CalculoIMC,41,50,55288
CalculoIMC,42,70,55288
CalculoIMC,43,50,53624
CalculoIMC,44,60,53624
CalculoIMC,45,50,56816
CalculoIMC,46,70,56296
CalculoIMC,47,50,53488
CalculoIMC,48,60,54904
CalculoIMC,49,50,55128
CalculoIMC,50,70,56308
CalculoIMC,51,60,56440
CalculoIMC,52,70,56440
CalculoIMC,53,50,40560
CalculoIMC,54,50,56440
CalculoIMC,55,70,56424
CalculoIMC,56,60,55152
CalculoIMC,57,70,56312
CalculoIMC,58,60,56708
CalculoIMC,59,70,55548
CalculoIMC,60,50,53612
CalculoIMC,61,70,56952
CalculoIMC,62,60,56312
CalculoIMC,63,70,55148
CalculoIMC,64,60,56428
CalculoIMC,65,70,56536
CalculoIMC,66,50,53528
CalculoIMC,67,70,56312
CalculoIMC,68,50,55256
CalculoIMC,69,70,55300
CalculoIMC,70,60,56696
CalculoIMC,71,70,54520
CalculoIMC,72,60,56568
CalculoIMC,73,70,55404
CalculoIMC,74,50,53624
CalculoIMC,75,70,56280
CalculoIMC,76,70,56304
CalculoIMC,77,70,55012
CalculoIMC,78,60,56696
CalculoIMC,79,60,55640
CalculoIMC,80,70,57212
CalculoIMC,81,70,56320
CalculoIMC,82,60,40704
CalculoIMC,83,60,53636
CalculoIMC,84,70,55256
CalculoIMC,85,50,54904
CalculoIMC,86,70,55416
CalculoIMC,87,50,53880
CalculoIMC,88,60,53360
CalculoIMC,89,60,56688
CalculoIMC,90,70,40792
CalculoIMC,91,50,54896
CalculoIMC,92,50,55672
CalculoIMC,93,60,55160
CalculoIMC,94,70,55412
CalculoIMC,95,60,56824
CalculoIMC,96,80,56192
CalculoIMC,97,60,56824
CalculoIMC,98,70,56452
CalculoIMC,99,50,55276
CalculoIMC,100,70,56556
ContarPares,1,50,53748
ContarPares,2,70,53488
ContarPares,3,50,56300
ContarPares,4,70,53484
ContarPares,5,50,56280
ContarPares,6,70,53612
ContarPares,7,70,56300
ContarPares,8,70,53240
ContarPares,9,60,56196
ContarPares,10,70,53496
ContarPares,11,50,53496
ContarPares,12,60,40284
ContarPares,13,50,53752
ContarPares,14,70,53628
ContarPares,15,50,53592
ContarPares,16,70,56564
ContarPares,17,50,53496
ContarPares,18,70,53368
ContarPares,19,50,53244
ContarPares,20,70,53744
ContarPares,21,50,53372
ContarPares,22,80,56308
ContarPares,23,70,56436
ContarPares,24,70,53592
ContarPares,25,50,40688
ContarPares,26,60,40824
ContarPares,27,70,56408
ContarPares,28,80,56792
ContarPares,29,50,56312
ContarPares,30,70,40920
ContarPares,31,60,56280
ContarPares,32,70,40440
ContarPares,33,50,56176
ContarPares,34,70,53764
ContarPares,35,50,56184
ContarPares,36,80,56696
ContarPares,37,50,53744
ContarPares,38,70,55792
ContarPares,39,50,40536
ContarPares,40,50,40940
ContarPares,41,70,56184
ContarPares,42,50,53752
ContarPares,43,70,53624
ContarPares,44,50,56696
ContarPares,45,70,56324
ContarPares,46,50,53848
ContarPares,47,80,56304
ContarPares,48,60,56568
ContarPares,49,70,53880
ContarPares,50,50,53496
ContarPares,51,70,53464
ContarPares,52,50,40568
ContarPares,53,80,56304
ContarPares,54,60,56176
ContarPares,55,80,56300
ContarPares,56,50,53592
ContarPares,57,70,56408
ContarPares,58,60,53764
ContarPares,59,60,40304
ContarPares,60,50,56312
ContarPares,61,70,53628
ContarPares,62,50,56440
ContarPares,63,70,56280
ContarPares,64,50,40572
ContarPares,65,70,53592
ContarPares,66,50,56568
ContarPares,67,80,56428
ContarPares,68,50,53496
ContarPares,69,70,56696
ContarPares,70,50,53848
ContarPares,71,80,56152
ContarPares,72,50,56180
ContarPares,73,70,53880
ContarPares,74,50,53484
ContarPares,75,70,56432
ContarPares,76,50,53592
ContarPares,77,60,53848
ContarPares,78,50,53376
ContarPares,79,70,56424
ContarPares,80,50,53752
ContarPares,81,70,53720
ContarPares,82,50,56312
ContarPares,83,70,56312
ContarPares,84,70,56428
ContarPares,85,60,56184
ContarPares,86,50,53624
ContarPares,87,70,56304
ContarPares,88,50,53624
ContarPares,89,70,53584
ContarPares,90,70,56568
ContarPares,91,80,56428
ContarPares,92,60,55800
ContarPares,93,70,55924
ContarPares,94,50,53496
ContarPares,95,70,55768
ContarPares,96,70,57336
ContarPares,97,60,53368
ContarPares,98,50,53360
ContarPares,99,70,53724
ContarPares,100,60,55768
SumaArray,1,70,53616
SumaArray,2,50,53336
SumaArray,3,70,53720
SumaArray,4,50,53592
SumaArray,5,60,53368
SumaArray,6,50,53752
SumaArray,7,60,40440
SumaArray,8,50,40696
SumaArray,9,70,55936
SumaArray,10,60,55928
SumaArray,11,70,53624
SumaArray,12,60,53368
SumaArray,13,70,53616
SumaArray,14,50,53496
SumaArray,15,70,53484
SumaArray,16,60,56172
SumaArray,17,70,53752
SumaArray,18,50,53616
SumaArray,19,50,55924
SumaArray,20,70,56280
SumaArray,21,50,55928
SumaArray,22,70,56696
SumaArray,23,50,56440
SumaArray,24,70,56312
SumaArray,25,50,56440
SumaArray,26,60,56308
SumaArray,27,70,53496
SumaArray,28,50,55928
SumaArray,29,70,56152
SumaArray,30,50,40952
SumaArray,31,70,53588
SumaArray,32,50,53752
SumaArray,33,70,53624
SumaArray,34,70,56684
SumaArray,35,70,56564
SumaArray,36,50,56032
SumaArray,37,50,40696
SumaArray,38,50,56184
SumaArray,39,50,56568
SumaArray,40,50,40316
SumaArray,41,60,56444
SumaArray,42,60,53492
SumaArray,43,50,53624
SumaArray,44,50,53740
SumaArray,45,50,53368
SumaArray,46,60,56312
SumaArray,47,50,53360
SumaArray,48,60,56024
SumaArray,49,60,56060
SumaArray,50,50,53744
SumaArray,51,50,53484
SumaArray,52,60,53976
SumaArray,53,50,53624
SumaArray,54,60,56316
SumaArray,55,60,56160
SumaArray,56,70,54000
SumaArray,57,50,53552
SumaArray,58,70,53336
SumaArray,59,50,56048
SumaArray,60,70,53496
SumaArray,61,60,55928
SumaArray,62,70,56048
SumaArray,63,70,56696
SumaArray,64,70,55896
SumaArray,65,60,56304
SumaArray,66,70,56432
SumaArray,67,70,56184
SumaArray,68,70,53592
SumaArray,69,60,56184
SumaArray,70,60,53608
SumaArray,71,50,53868
SumaArray,72,70,56176
SumaArray,73,70,56180
SumaArray,74,70,53744
SumaArray,75,60,56172
SumaArray,76,70,53752
SumaArray,77,70,56408
SumaArray,78,70,56568
SumaArray,79,50,40680
SumaArray,80,70,53624
SumaArray,81,50,53508
SumaArray,82,60,53760
SumaArray,83,50,53608
SumaArray,84,50,53240
SumaArray,85,70,53716
SumaArray,86,60,53624
SumaArray,87,60,53488
SumaArray,88,60,56960
SumaArray,89,70,53496
SumaArray,90,60,56288
SumaArray,91,70,53496
SumaArray,92,60,56696
SumaArray,93,60,40448
SumaArray,94,50,41088
SumaArray,95,70,55912
SumaArray,96,60,56024
SumaArray,97,80,56696
SumaArray,98,70,56184
SumaArray,99,80,56312
SumaArray,100,60,55800
ConversionOctal,1,80,57204
ConversionOctal,2,70,57724
ConversionOctal,3,70,58360
ConversionOctal,4,60,57836
ConversionOctal,5,80,57720
ConversionOctal,6,70,57720
ConversionOctal,7,70,57848
ConversionOctal,8,60,57724
ConversionOctal,9,70,58364
ConversionOctal,10,60,57560
ConversionOctal,11,70,58584
ConversionOctal,12,60,57816
ConversionOctal,13,80,57464
ConversionOctal,14,70,57464
ConversionOctal,15,80,57584
ConversionOctal,16,60,57688
ConversionOctal,17,80,58328
ConversionOctal,18,60,58232
ConversionOctal,19,70,57596
ConversionOctal,20,70,57712
ConversionOctal,21,70,58616
ConversionOctal,22,60,56920
ConversionOctal,23,80,57720
ConversionOctal,24,70,57976
ConversionOctal,25,80,57328
ConversionOctal,26,70,57192
ConversionOctal,27,80,57712
ConversionOctal,28,70,58200
ConversionOctal,29,70,57464
ConversionOctal,30,60,57944
ConversionOctal,31,70,57972
ConversionOctal,32,60,58624
ConversionOctal,33,70,58860
ConversionOctal,34,60,57836
ConversionOctal,35,70,58628
ConversionOctal,36,60,58584
ConversionOctal,37,80,58584
ConversionOctal,38,70,57336
ConversionOctal,39,70,58360
ConversionOctal,40,70,56952
ConversionOctal,41,80,58336
ConversionOctal,42,70,57464
ConversionOctal,43,80,57592
ConversionOctal,44,60,58484
ConversionOctal,45,80,57432
ConversionOctal,46,60,58744
ConversionOctal,47,70,58488
ConversionOctal,48,60,57304
ConversionOctal,49,80,57720
ConversionOctal,50,60,57944
ConversionOctal,51,70,58620
ConversionOctal,52,60,58348
ConversionOctal,53,70,58348
ConversionOctal,54,60,57196
ConversionOctal,55,70,58740
ConversionOctal,56,60,58456
ConversionOctal,57,70,57580
ConversionOctal,58,60,58496
ConversionOctal,59,70,57708
ConversionOctal,60,70,57580
ConversionOctal,61,80,57716
ConversionOctal,62,70,57464
ConversionOctal,63,70,58584
ConversionOctal,64,70,57432
ConversionOctal,65,80,57304
ConversionOctal,66,60,58968
ConversionOctal,67,70,58364
ConversionOctal,68,60,59000
ConversionOctal,69,70,57576
ConversionOctal,70,50,57976
ConversionOctal,71,80,57808
ConversionOctal,72,70,57836
ConversionOctal,73,70,58232
ConversionOctal,74,60,58348
ConversionOctal,75,80,57584
ConversionOctal,76,70,57592
ConversionOctal,77,80,58612
ConversionOctal,78,60,57816
ConversionOctal,79,80,57464
ConversionOctal,80,60,58488
ConversionOctal,81,70,58488
ConversionOctal,82,50,57976
ConversionOctal,83,70,58488
ConversionOctal,84,60,58364
ConversionOctal,85,80,57604
ConversionOctal,86,60,58232
ConversionOctal,87,70,58712
ConversionOctal,88,60,58488
ConversionOctal,89,70,57976
ConversionOctal,90,70,57688
ConversionOctal,91,80,58232
ConversionOctal,92,70,57336
ConversionOctal,93,80,57816
ConversionOctal,94,60,58360
ConversionOctal,95,70,58360
ConversionOctal,96,60,58360
ConversionOctal,97,70,58200
ConversionOctal,98,60,58488
ConversionOctal,99,70,57944
ConversionOctal,100,60,58584
ConversionKmMillas,1,60,58608
ConversionKmMillas,2,60,57476
ConversionKmMillas,3,180,57592
ConversionKmMillas,4,70,57200
ConversionKmMillas,5,60,58488
ConversionKmMillas,6,70,57468
ConversionKmMillas,7,60,58596
ConversionKmMillas,8,70,57560
ConversionKmMillas,9,70,57720
ConversionKmMillas,10,70,56816
ConversionKmMillas,11,60,57720
ConversionKmMillas,12,80,57708
ConversionKmMillas,13,60,58072
ConversionKmMillas,14,80,57580
ConversionKmMillas,15,60,57976
ConversionKmMillas,16,70,58860
ConversionKmMillas,17,60,58744
ConversionKmMillas,18,80,57848
ConversionKmMillas,19,50,57600
ConversionKmMillas,20,70,57724
ConversionKmMillas,21,60,58064
ConversionKmMillas,22,70,57332
ConversionKmMillas,23,60,58616
ConversionKmMillas,24,70,59096
ConversionKmMillas,25,60,58744
ConversionKmMillas,26,70,58712
ConversionKmMillas,27,60,57944
ConversionKmMillas,28,70,57432
ConversionKmMillas,29,60,58108
ConversionKmMillas,30,70,58584
ConversionKmMillas,31,70,58744
ConversionKmMillas,32,70,59128
ConversionKmMillas,33,50,58092
ConversionKmMillas,34,70,59000
ConversionKmMillas,35,60,58616
ConversionKmMillas,36,70,58228
ConversionKmMillas,37,60,57592
ConversionKmMillas,38,70,57976
ConversionKmMillas,39,50,57432
ConversionKmMillas,40,70,57964
ConversionKmMillas,41,60,58996
ConversionKmMillas,42,70,58744
ConversionKmMillas,43,60,57592
ConversionKmMillas,44,70,57724
ConversionKmMillas,45,50,57444
ConversionKmMillas,46,70,57336
ConversionKmMillas,47,60,57976
ConversionKmMillas,48,70,57456
ConversionKmMillas,49,60,57840
ConversionKmMillas,50,70,57816
ConversionKmMillas,51,60,57688
ConversionKmMillas,52,70,57816
ConversionKmMillas,53,60,58612
ConversionKmMillas,54,70,57816
ConversionKmMillas,55,60,58840
ConversionKmMillas,56,70,57584
ConversionKmMillas,57,60,58880
ConversionKmMillas,58,70,58744
ConversionKmMillas,59,60,58072
ConversionKmMillas,60,70,58756
ConversionKmMillas,61,60,57204
ConversionKmMillas,62,70,59268
ConversionKmMillas,63,60,59000
ConversionKmMillas,64,70,58608
ConversionKmMillas,65,60,57440
ConversionKmMillas,66,70,58360
ConversionKmMillas,67,60,59000
ConversionKmMillas,68,80,58220
ConversionKmMillas,69,60,57176
ConversionKmMillas,70,70,57560
ConversionKmMillas,71,60,57976
ConversionKmMillas,72,70,58748
ConversionKmMillas,73,60,58096
ConversionKmMillas,74,80,57840
ConversionKmMillas,75,60,58496
ConversionKmMillas,76,70,57592
ConversionKmMillas,77,60,58104
ConversionKmMillas,78,70,57816
ConversionKmMillas,79,60,58872
ConversionKmMillas,80,80,58968
ConversionKmMillas,81,70,57720
ConversionKmMillas,82,70,57560
ConversionKmMillas,83,60,58616
ConversionKmMillas,84,70,57840
ConversionKmMillas,85,50,57560
ConversionKmMillas,86,70,57680
ConversionKmMillas,87,60,58476
ConversionKmMillas,88,70,58104
ConversionKmMillas,89,60,57176
ConversionKmMillas,90,80,58116
ConversionKmMillas,91,60,57464
ConversionKmMillas,92,70,57848
ConversionKmMillas,93,60,57588
ConversionKmMillas,94,80,58200
ConversionKmMillas,95,70,57576
ConversionKmMillas,96,70,57460
ConversionKmMillas,97,60,57716
ConversionKmMillas,98,80,58232
ConversionKmMillas,99,60,58736
ConversionKmMillas,100,70,59000
PendienteRecta,1,60,56440
PendienteRecta,2,70,55272
PendienteRecta,3,60,57080
PendienteRecta,4,60,53592
PendienteRecta,5,60,53624
PendienteRecta,6,70,56696
PendienteRecta,7,60,53976
PendienteRecta,8,70,56280
PendienteRecta,9,60,53624
PendienteRecta,10,60,55620
PendienteRecta,11,70,55032
PendienteRecta,12,60,56452
PendienteRecta,13,70,55256
PendienteRecta,14,50,53744
PendienteRecta,15,70,55128
PendienteRecta,16,60,56920
PendienteRecta,17,70,53752
PendienteRecta,18,50,55288
PendienteRecta,19,60,55156
PendienteRecta,20,60,56444
PendienteRecta,21,70,56428
PendienteRecta,22,60,56152
PendienteRecta,23,70,56184
PendienteRecta,24,70,53624
PendienteRecta,25,60,56664
PendienteRecta,26,70,55292
PendienteRecta,27,50,55416
PendienteRecta,28,70,56320
PendienteRecta,29,60,56824
PendienteRecta,30,70,57092
PendienteRecta,31,50,53368
PendienteRecta,32,70,56440
PendienteRecta,33,50,53592
PendienteRecta,34,70,55288
PendienteRecta,35,60,56824
PendienteRecta,36,70,55292
PendienteRecta,37,60,53872
PendienteRecta,38,70,56824
PendienteRecta,39,50,53504
PendienteRecta,40,70,53636
PendienteRecta,41,60,56312
PendienteRecta,42,70,55288
PendienteRecta,43,50,55428
PendienteRecta,44,50,55416
PendienteRecta,45,80,56680
PendienteRecta,46,50,55148
PendienteRecta,47,180,55656
PendienteRecta,48,70,56696
PendienteRecta,49,60,56556
PendienteRecta,50,70,55032
PendienteRecta,51,60,56664
PendienteRecta,52,80,56408
PendienteRecta,53,50,55156
PendienteRecta,54,70,53976
PendienteRecta,55,60,56704
PendienteRecta,56,70,56820
PendienteRecta,57,50,56920
PendienteRecta,58,70,56816
PendienteRecta,59,50,55416
PendienteRecta,60,70,53244
PendienteRecta,61,50,55032
PendienteRecta,62,70,53868
PendienteRecta,63,70,56568
PendienteRecta,64,70,55160
PendienteRecta,65,50,53752
PendienteRecta,66,70,56536
PendienteRecta,67,50,55160
PendienteRecta,68,70,54896
PendienteRecta,69,60,56708
PendienteRecta,70,70,53508
PendienteRecta,71,50,55032
PendienteRecta,72,60,53496
PendienteRecta,73,70,56056
PendienteRecta,74,60,56024
PendienteRecta,75,70,55024
PendienteRecta,76,50,53880
PendienteRecta,77,70,56560
PendienteRecta,78,60,56280
PendienteRecta,79,70,55160
PendienteRecta,80,60,53752
PendienteRecta,81,70,56816
PendienteRecta,82,60,57324
PendienteRecta,83,70,57080
PendienteRecta,84,50,56440
PendienteRecta,85,50,55032
PendienteRecta,86,70,56688
PendienteRecta,87,50,56440
PendienteRecta,88,70,55660
PendienteRecta,89,60,56440
PendienteRecta,90,70,56692
PendienteRecta,91,50,53496
PendienteRecta,92,70,56672
PendienteRecta,93,60,56696
PendienteRecta,94,80,56308
PendienteRecta,95,60,56324
PendienteRecta,96,70,55280
PendienteRecta,97,60,56572
PendienteRecta,98,70,56316
PendienteRecta,99,60,53616
PendienteRecta,100,60,53484
DesviacionEstandar,1,60,56568
DesviacionEstandar,2,70,56312
DesviacionEstandar,3,50,53880
DesviacionEstandar,4,70,56408
DesviacionEstandar,5,50,55416
DesviacionEstandar,6,70,53356
DesviacionEstandar,7,60,56568
DesviacionEstandar,8,70,56312
DesviacionEstandar,9,60,53744
DesviacionEstandar,10,70,53876
DesviacionEstandar,11,60,55252
DesviacionEstandar,12,70,53504
DesviacionEstandar,13,60,56824
DesviacionEstandar,14,70,53484
DesviacionEstandar,15,60,53624
DesviacionEstandar,16,70,56564
DesviacionEstandar,17,60,53368
DesviacionEstandar,18,70,54004
DesviacionEstandar,19,50,55168
DesviacionEstandar,20,70,56960
DesviacionEstandar,21,50,53496
DesviacionEstandar,22,70,53872
DesviacionEstandar,23,60,56824
DesviacionEstandar,24,70,55160
DesviacionEstandar,25,60,56440
DesviacionEstandar,26,70,55408
DesviacionEstandar,27,50,53496
DesviacionEstandar,28,70,56568
DesviacionEstandar,29,50,55300
DesviacionEstandar,30,70,53508
DesviacionEstandar,31,70,56292
DesviacionEstandar,32,70,56796
DesviacionEstandar,33,50,53488
DesviacionEstandar,34,70,54512
DesviacionEstandar,35,50,54008
DesviacionEstandar,36,70,55384
DesviacionEstandar,37,70,56320
DesviacionEstandar,38,70,56828
DesviacionEstandar,39,60,56672
DesviacionEstandar,40,70,53752
DesviacionEstandar,41,60,56564
DesviacionEstandar,42,80,56192
DesviacionEstandar,43,60,56664
DesviacionEstandar,44,70,53364
DesviacionEstandar,45,60,56664
DesviacionEstandar,46,70,56440
DesviacionEstandar,47,50,53492
DesviacionEstandar,48,70,56664
DesviacionEstandar,49,60,56568
DesviacionEstandar,50,70,53748
DesviacionEstandar,51,50,55160
DesviacionEstandar,52,70,56408
DesviacionEstandar,53,60,56920
DesviacionEstandar,54,70,55128
DesviacionEstandar,55,50,55936
DesviacionEstandar,56,70,56572
DesviacionEstandar,57,70,56272
DesviacionEstandar,58,70,56044
DesviacionEstandar,59,60,56312
DesviacionEstandar,60,70,55428
DesviacionEstandar,61,50,53756
DesviacionEstandar,62,70,56300
DesviacionEstandar,63,60,56964
DesviacionEstandar,64,70,55424
DesviacionEstandar,65,50,53624
DesviacionEstandar,66,70,54136
DesviacionEstandar,67,50,55404
DesviacionEstandar,68,50,55416
DesviacionEstandar,69,70,56300
DesviacionEstandar,70,60,53496
DesviacionEstandar,71,70,56292
DesviacionEstandar,72,60,56408
DesviacionEstandar,73,60,53464
DesviacionEstandar,74,50,53496
DesviacionEstandar,75,70,57088
DesviacionEstandar,76,60,56828
DesviacionEstandar,77,70,56696
DesviacionEstandar,78,50,54136
DesviacionEstandar,79,70,55516
DesviacionEstandar,80,60,56684
DesviacionEstandar,81,80,56312
DesviacionEstandar,82,60,56440
DesviacionEstandar,83,70,55144
DesviacionEstandar,84,60,53504
DesviacionEstandar,85,70,54912
DesviacionEstandar,86,60,53752
DesviacionEstandar,87,70,56568
DesviacionEstandar,88,50,53628
DesviacionEstandar,89,70,56568
DesviacionEstandar,90,50,55160
DesviacionEstandar,91,70,55276
DesviacionEstandar,92,60,53752
DesviacionEstandar,93,70,56696
DesviacionEstandar,94,60,57084
DesviacionEstandar,95,70,57080
DesviacionEstandar,96,50,56440
DesviacionEstandar,97,70,53484
DesviacionEstandar,98,60,53632
DesviacionEstandar,99,70,53760
DesviacionEstandar,100,70,56684
SumaNumeros,1,70,57964
SumaNumeros,2,60,57848
SumaNumeros,3,70,58872
SumaNumeros,4,60,57976
SumaNumeros,5,70,58480
SumaNumeros,6,60,59256
SumaNumeros,7,80,58244
SumaNumeros,8,60,58080
SumaNumeros,9,80,57984
SumaNumeros,10,60,58360
SumaNumeros,11,70,58232
SumaNumeros,12,70,57840
SumaNumeros,13,60,57688
SumaNumeros,14,70,57972
SumaNumeros,15,60,57852
SumaNumeros,16,70,57464
SumaNumeros,17,70,58328
SumaNumeros,18,70,58104
SumaNumeros,19,60,58968
SumaNumeros,20,70,57968
SumaNumeros,21,60,59000
SumaNumeros,22,70,57976
SumaNumeros,23,60,57976
SumaNumeros,24,70,58872
SumaNumeros,25,70,58492
SumaNumeros,26,70,59372
SumaNumeros,27,60,57988
SumaNumeros,28,70,59000
SumaNumeros,29,70,58356
SumaNumeros,30,80,58488
SumaNumeros,31,60,57840
SumaNumeros,32,80,58840
SumaNumeros,33,70,58488
SumaNumeros,34,70,59128
SumaNumeros,35,70,57720
SumaNumeros,36,70,58224
SumaNumeros,37,60,59140
SumaNumeros,38,70,59248
SumaNumeros,39,60,58488
SumaNumeros,40,80,58360
SumaNumeros,41,60,57836
SumaNumeros,42,70,57988
SumaNumeros,43,60,58108
SumaNumeros,44,70,58224
SumaNumeros,45,60,58872
SumaNumeros,46,70,57944
SumaNumeros,47,60,58200
SumaNumeros,48,70,59768
SumaNumeros,49,60,58336
SumaNumeros,50,70,58104
SumaNumeros,51,60,58736
SumaNumeros,52,70,58872
SumaNumeros,53,60,57816
SumaNumeros,54,70,59128
SumaNumeros,55,60,57968
SumaNumeros,56,70,59352
SumaNumeros,57,60,58496
SumaNumeros,58,90,58616
SumaNumeros,59,60,58232
SumaNumeros,60,70,59128
SumaNumeros,61,70,58996
SumaNumeros,62,70,58864
SumaNumeros,63,60,57576
SumaNumeros,64,70,58992
SumaNumeros,65,70,58360
SumaNumeros,66,70,58960
SumaNumeros,67,60,58868
SumaNumeros,68,70,58104
