class_name,language,tool,version,category,param_class,method_name,benchmark_base,metric,Benchmark,Mode,Threads,Samples,Score,score_error,Unit
AreaCuadrado,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaCuadrado,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate,sample,1,1002,137.123122,0.290209,MB/sec
AreaCuadrado,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaCuadrado,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate.norm,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate.norm,sample,1,1002,48.021201,0.001257,B/op
AreaCuadrado,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaCuadrado,testMethod,com.bench.AbacusBenchmark.testMethod,gc.count,com.bench.AbacusBenchmark.testMethod:gc.count,sample,1,1002,27.0,,counts
AreaCuadrado,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaCuadrado,testMethod,com.bench.AbacusBenchmark.testMethod,gc.time,com.bench.AbacusBenchmark.testMethod:gc.time,sample,1,1002,73.0,,ms
AreaCuadrado,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaCuadrado,testMethod,com.bench.AbacusBenchmark.testMethod,p0.00,com.bench.AbacusBenchmark.testMethod:p0.00,sample,1,1,320.0,,ns/op
AreaCuadrado,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaCuadrado,testMethod,com.bench.AbacusBenchmark.testMethod,p0.50,com.bench.AbacusBenchmark.testMethod:p0.50,sample,1,1,351.0,,ns/op
AreaCuadrado,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaCuadrado,testMethod,com.bench.AbacusBenchmark.testMethod,p0.90,com.bench.AbacusBenchmark.testMethod:p0.90,sample,1,1,361.0,,ns/op
AreaCuadrado,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaCuadrado,testMethod,com.bench.AbacusBenchmark.testMethod,p0.95,com.bench.AbacusBenchmark.testMethod:p0.95,sample,1,1,361.0,,ns/op
AreaCuadrado,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaCuadrado,testMethod,com.bench.AbacusBenchmark.testMethod,p0.99,com.bench.AbacusBenchmark.testMethod:p0.99,sample,1,1,441.0,,ns/op
AreaCuadrado,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaCuadrado,testMethod,com.bench.AbacusBenchmark.testMethod,p0.999,com.bench.AbacusBenchmark.testMethod:p0.999,sample,1,1,3164.0,,ns/op
AreaCuadrado,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaCuadrado,testMethod,com.bench.AbacusBenchmark.testMethod,p0.9999,com.bench.AbacusBenchmark.testMethod:p0.9999,sample,1,1,5976.0,,ns/op
AreaCuadrado,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaCuadrado,testMethod,com.bench.AbacusBenchmark.testMethod,p1.00,com.bench.AbacusBenchmark.testMethod:p1.00,sample,1,1,212480.0,,ns/op
AreaCuadrado,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaCuadrado,testMethod,com.bench.AbacusBenchmark.testMethod,,com.bench.AbacusBenchmark.testMethod,ss,1,1002,12707.648703,2067.122632,ns/op
AreaCuadrado,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaCuadrado,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate,ss,1,1002,103.577655,4.082984,MB/sec
AreaCuadrado,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaCuadrado,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate.norm,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate.norm,ss,1,1002,6966.93014,156.103457,B/op
AreaCuadrado,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaCuadrado,testMethod,com.bench.AbacusBenchmark.testMethod,gc.count,com.bench.AbacusBenchmark.testMethod:gc.count,ss,1,1002,0.0,,counts
AreaEsfera,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,,com.bench.AbacusBenchmark.testMethod,thrpt,1,1002,0.003139,7e-06,ops/ns
AreaEsfera,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate,thrpt,1,1002,143.655886,0.303143,MB/sec
AreaEsfera,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate.norm,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate.norm,thrpt,1,1002,48.004417,5.5e-05,B/op
AreaEsfera,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,gc.count,com.bench.AbacusBenchmark.testMethod:gc.count,thrpt,1,1002,29.0,,counts
AreaEsfera,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,gc.time,com.bench.AbacusBenchmark.testMethod:gc.time,thrpt,1,1002,77.0,,ms
AreaEsfera,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,,com.bench.AbacusBenchmark.testMethod,avgt,1,1002,319.332896,0.854718,ns/op
AreaEsfera,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate,avgt,1,1002,143.413278,0.362158,MB/sec
AreaEsfera,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate.norm,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate.norm,avgt,1,1002,48.004426,5.5e-05,B/op
AreaEsfera,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,gc.count,com.bench.AbacusBenchmark.testMethod:gc.count,avgt,1,1002,29.0,,counts
AreaEsfera,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,gc.time,com.bench.AbacusBenchmark.testMethod:gc.time,avgt,1,1002,74.0,,ms
AreaEsfera,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,,com.bench.AbacusBenchmark.testMethod,sample,1,12116703,353.28543,0.988758,ns/op
AreaEsfera,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate,sample,1,1002,141.276359,0.341306,MB/sec
AreaEsfera,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate.norm,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate.norm,sample,1,1002,48.020384,0.001172,B/op
AreaEsfera,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,gc.count,com.bench.AbacusBenchmark.testMethod:gc.count,sample,1,1002,28.0,,counts
AreaEsfera,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,gc.time,com.bench.AbacusBenchmark.testMethod:gc.time,sample,1,1002,75.0,,ms
AreaEsfera,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,p0.00,com.bench.AbacusBenchmark.testMethod:p0.00,sample,1,1,310.0,,ns/op
AreaEsfera,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,p0.50,com.bench.AbacusBenchmark.testMethod:p0.50,sample,1,1,341.0,,ns/op
AreaEsfera,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,p0.90,com.bench.AbacusBenchmark.testMethod:p0.90,sample,1,1,351.0,,ns/op
AreaEsfera,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,p0.95,com.bench.AbacusBenchmark.testMethod:p0.95,sample,1,1,351.0,,ns/op
AreaEsfera,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,p0.99,com.bench.AbacusBenchmark.testMethod:p0.99,sample,1,1,430.0,,ns/op
AreaEsfera,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,p0.999,com.bench.AbacusBenchmark.testMethod:p0.999,sample,1,1,3016.0,,ns/op
AreaEsfera,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,p0.9999,com.bench.AbacusBenchmark.testMethod:p0.9999,sample,1,1,5784.0,,ns/op
AreaEsfera,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,p1.00,com.bench.AbacusBenchmark.testMethod:p1.00,sample,1,1,2617344.0,,ns/op
AreaEsfera,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,,com.bench.AbacusBenchmark.testMethod,ss,1,1002,13285.10978,2113.919896,ns/op
AreaEsfera,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate,ss,1,1002,104.357536,4.842472,MB/sec
AreaEsfera,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate.norm,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate.norm,ss,1,1002,6966.01996,156.280058,B/op
AreaEsfera,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,gc.count,com.bench.AbacusBenchmark.testMethod:gc.count,ss,1,1002,0.0,,counts
AreaRectangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,,com.bench.AbacusBenchmark.testMethod,thrpt,1,1002,0.003008,7e-06,ops/ns
AreaRectangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate,thrpt,1,1002,137.65796,0.300325,MB/sec
AreaRectangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate.norm,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate.norm,thrpt,1,1002,48.004612,5.8e-05,B/op
AreaRectangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.count,com.bench.AbacusBenchmark.testMethod:gc.count,thrpt,1,1002,27.0,,counts
AreaRectangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.time,com.bench.AbacusBenchmark.testMethod:gc.time,thrpt,1,1002,70.0,,ms
AreaRectangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,,com.bench.AbacusBenchmark.testMethod,avgt,1,1002,331.869608,0.847891,ns/op
AreaRectangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate,avgt,1,1002,137.991354,0.340236,MB/sec
AreaRectangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate.norm,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate.norm,avgt,1,1002,48.004601,5.6e-05,B/op
AreaRectangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.count,com.bench.AbacusBenchmark.testMethod:gc.count,avgt,1,1002,27.0,,counts
AreaRectangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.time,com.bench.AbacusBenchmark.testMethod:gc.time,avgt,1,1002,72.0,,ms
AreaRectangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,,com.bench.AbacusBenchmark.testMethod,sample,1,11385659,372.498086,1.330082,ns/op
AreaRectangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate,sample,1,1002,132.687694,0.411816,MB/sec
AreaRectangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate.norm,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate.norm,sample,1,1002,48.021886,0.001288,B/op
AreaRectangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.count,com.bench.AbacusBenchmark.testMethod:gc.count,sample,1,1002,27.0,,counts
AreaRectangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.time,com.bench.AbacusBenchmark.testMethod:gc.time,sample,1,1002,75.0,,ms
AreaRectangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,p0.00,com.bench.AbacusBenchmark.testMethod:p0.00,sample,1,1,330.0,,ns/op
AreaRectangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,p0.50,com.bench.AbacusBenchmark.testMethod:p0.50,sample,1,1,361.0,,ns/op
AreaRectangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,p0.90,com.bench.AbacusBenchmark.testMethod:p0.90,sample,1,1,371.0,,ns/op
AreaRectangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,p0.95,com.bench.AbacusBenchmark.testMethod:p0.95,sample,1,1,381.0,,ns/op
AreaRectangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,p0.99,com.bench.AbacusBenchmark.testMethod:p0.99,sample,1,1,450.0,,ns/op
AreaRectangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,p0.999,com.bench.AbacusBenchmark.testMethod:p0.999,sample,1,1,3204.0,,ns/op
AreaRectangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,p0.9999,com.bench.AbacusBenchmark.testMethod:p0.9999,sample,1,1,5920.0,,ns/op
AreaRectangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,p1.00,com.bench.AbacusBenchmark.testMethod:p1.00,sample,1,1,3354624.0,,ns/op
AreaRectangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,,com.bench.AbacusBenchmark.testMethod,ss,1,1002,14662.359281,2430.540963,ns/op
AreaRectangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate,ss,1,1002,107.883372,5.310373,MB/sec
AreaRectangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate.norm,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate.norm,ss,1,1002,6965.924152,156.061691,B/op
AreaRectangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.count,com.bench.AbacusBenchmark.testMethod:gc.count,ss,1,1002,0.0,,counts
AreaTriangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,,com.bench.AbacusBenchmark.testMethod,thrpt,1,1002,0.003036,6e-06,ops/ns
AreaTriangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate,thrpt,1,1002,138.975347,0.274209,MB/sec
AreaTriangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate.norm,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate.norm,thrpt,1,1002,48.004565,5.7e-05,B/op
AreaTriangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.count,com.bench.AbacusBenchmark.testMethod:gc.count,thrpt,1,1002,27.0,,counts
AreaTriangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.time,com.bench.AbacusBenchmark.testMethod:gc.time,thrpt,1,1002,72.0,,ms
AreaTriangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,,com.bench.AbacusBenchmark.testMethod,avgt,1,1002,334.507476,0.909019,ns/op
AreaTriangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate,avgt,1,1002,136.919703,0.36898,MB/sec
AreaTriangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate.norm,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate.norm,avgt,1,1002,48.004634,5.8e-05,B/op
AreaTriangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.count,com.bench.AbacusBenchmark.testMethod:gc.count,avgt,1,1002,27.0,,counts
AreaTriangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.time,com.bench.AbacusBenchmark.testMethod:gc.time,avgt,1,1002,74.0,,ms
AreaTriangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,,com.bench.AbacusBenchmark.testMethod,sample,1,11444628,370.437772,0.775037,ns/op
AreaTriangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate,sample,1,1002,133.379617,0.41929,MB/sec
AreaTriangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate.norm,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate.norm,sample,1,1002,48.021749,0.001218,B/op
AreaTriangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.count,com.bench.AbacusBenchmark.testMethod:gc.count,sample,1,1002,27.0,,counts
AreaTriangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.time,com.bench.AbacusBenchmark.testMethod:gc.time,sample,1,1002,73.0,,ms
AreaTriangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,p0.00,com.bench.AbacusBenchmark.testMethod:p0.00,sample,1,1,330.0,,ns/op
AreaTriangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,p0.50,com.bench.AbacusBenchmark.testMethod:p0.50,sample,1,1,360.0,,ns/op
AreaTriangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,p0.90,com.bench.AbacusBenchmark.testMethod:p0.90,sample,1,1,371.0,,ns/op
AreaTriangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,p0.95,com.bench.AbacusBenchmark.testMethod:p0.95,sample,1,1,380.0,,ns/op
AreaTriangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,p0.99,com.bench.AbacusBenchmark.testMethod:p0.99,sample,1,1,441.0,,ns/op
AreaTriangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,p0.999,com.bench.AbacusBenchmark.testMethod:p0.999,sample,1,1,3256.0,,ns/op
AreaTriangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,p0.9999,com.bench.AbacusBenchmark.testMethod:p0.9999,sample,1,1,5936.0,,ns/op
AreaTriangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,p1.00,com.bench.AbacusBenchmark.testMethod:p1.00,sample,1,1,2584576.0,,ns/op
AreaTriangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,,com.bench.AbacusBenchmark.testMethod,ss,1,1002,14075.927146,2265.290676,ns/op
AreaTriangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate,ss,1,1002,89.775476,3.86371,MB/sec
AreaTriangulo,Java,Abacus,v1,Rare,Code.Java.Abacus.v1.Rare.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate.norm,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate.norm,ss,1,1002,6964.902196,156.059325,B/op
