Clase,ParamN,Etiqueta,TiempoNanos,FechaHora,DuracionNanos,DuracionNanosTime
ControlFlows_jmhType,8,IF-S:,27234550498090,2026-07-03 00:01:23.075.83075.075592596,3999623,3945336
ControlFlows_jmhType,8,IF-I:,27234550758337,2026-07-03 00:01:23.075.83075.075851897,260247,259301
ControlFlows_jmhType,8,IF-F:,27234550812295,2026-07-03 00:01:23.075.83075.075905892,53958,53995
ControlFlows_jmhType,8,IF-S:,27234559324465,2026-07-03 00:01:23.084.83084.084418989,8512170,8513097
ControlFlows_jmhType,8,IF-I:,27234559393392,2026-07-03 00:01:23.084.83084.084487042,68927,68053
ControlFlows_jmhType,8,IF-F:,27234559425552,2026-07-03 00:01:23.084.83084.084518956,32160,31914
ControlFlows_jmhType,8,IF-S:,27234560566620,2026-07-03 00:01:23.085.83085.085661092,1141068,1142136
ControlFlows_jmhType,8,IF-I:,27234560628995,2026-07-03 00:01:23.085.83085.085722404,62375,61312
ControlFlows_jmhType,8,IF-F:,27234560661231,2026-07-03 00:01:23.085.83085.085754661,32236,32257
ControlFlows_jmhType,8,IF-S:,27234561854691,2026-07-03 00:01:23.086.83086.086948947,1193460,1194286
ControlFlows_jmhType,8,IF-I:,27234561911838,2026-07-03 00:01:23.087.83087.087005300,57147,56353
ControlFlows_jmhType,8,IF-F:,27234561940014,2026-07-03 00:01:23.087.83087.087033418,28176,28118
ControlFlows_jmhType,8,IF-S:,27234563449188,2026-07-03 00:01:23.088.83088.088543137,1509174,1509719
ControlFlows_jmhType,8,IF-I:,27234563495119,2026-07-03 00:01:23.088.83088.088588542,45931,45405
ControlFlows_jmhType,8,IF-F:,27234563522432,2026-07-03 00:01:23.088.83088.088615820,27313,27278
ControlFlows_jmhType,8,IF-S:,27234564447232,2026-07-03 00:01:23.089.83089.089540861,924800,925041
ControlFlows_jmhType,8,IF-I:,27234564489827,2026-07-03 00:01:23.089.83089.089583259,42595,42398
ControlFlows_jmhType,8,IF-F:,27234564523117,2026-07-03 00:01:23.089.83089.089616529,33290,33270
ControlFlows_jmhType,8,IF-S:,27234565351419,2026-07-03 00:01:23.090.83090.090445038,828302,828509
ControlFlows_jmhType,8,IF-I:,27234565388932,2026-07-03 00:01:23.090.83090.090482363,37513,37325
ControlFlows_jmhType,8,IF-F:,27234565417883,2026-07-03 00:01:23.090.83090.090511279,28951,28916
ControlFlows_jmhType,8,IF-S:,27234566087992,2026-07-03 00:01:23.091.83091.091181623,670109,670344
ControlFlows_jmhType,8,IF-I:,27234566128075,2026-07-03 00:01:23.091.83091.091221500,40083,39877
ControlFlows_jmhType,8,IF-F:,27234566271756,2026-07-03 00:01:23.091.83091.091365395,143681,143895
