Clase,ParamN,Etiqueta,TiempoNanos,FechaHora,DuracionNanos,DuracionNanosTime
ControlFlows_jmhType,2,IF-S:,27232412029798,2026-07-03 00:01:20.937.80937.937124648,5721616,5662177
ControlFlows_jmhType,2,IF-I:,27232412404277,2026-07-03 00:01:20.937.80937.937498620,374479,373972
ControlFlows_jmhType,2,IF-F:,27232412456587,2026-07-03 00:01:20.937.80937.937550023,52310,51403
ControlFlows_jmhType,2,IF-S:,27232419514275,2026-07-03 00:01:20.944.80944.944608691,7057688,7058668
ControlFlows_jmhType,2,IF-I:,27232419578020,2026-07-03 00:01:20.944.80944.944671618,63745,62927
ControlFlows_jmhType,2,IF-F:,27232419607396,2026-07-03 00:01:20.944.80944.944700791,29376,29173
ControlFlows_jmhType,2,IF-S:,27232420397755,2026-07-03 00:01:20.945.80945.945491546,790359,790755
ControlFlows_jmhType,2,IF-I:,27232420442270,2026-07-03 00:01:20.945.80945.945535687,44515,44141
ControlFlows_jmhType,2,IF-F:,27232420473757,2026-07-03 00:01:20.945.80945.945567134,31487,31447
ControlFlows_jmhType,2,IF-S:,27232421657059,2026-07-03 00:01:20.946.80946.946751371,1183302,1184237
ControlFlows_jmhType,2,IF-I:,27232421736924,2026-07-03 00:01:20.946.80946.946830648,79865,79277
ControlFlows_jmhType,2,IF-F:,27232421786659,2026-07-03 00:01:20.946.80946.946880189,49735,49541
ControlFlows_jmhType,2,IF-S:,27232423689091,2026-07-03 00:01:20.948.80948.948783673,1902432,1903484
ControlFlows_jmhType,2,IF-I:,27232423769593,2026-07-03 00:01:20.948.80948.948863178,80502,79505
ControlFlows_jmhType,2,IF-F:,27232423815576,2026-07-03 00:01:20.948.80948.948909058,45983,45880
ControlFlows_jmhType,2,IF-S:,27232424745318,2026-07-03 00:01:20.949.80949.949840016,929742,930958
ControlFlows_jmhType,2,IF-I:,27232424855521,2026-07-03 00:01:20.949.80949.949949055,110203,109039
ControlFlows_jmhType,2,IF-F:,27232424991415,2026-07-03 00:01:20.950.80950.950084932,135894,135877
ControlFlows_jmhType,2,IF-S:,27232425706209,2026-07-03 00:01:20.950.80950.950800222,714794,715290
ControlFlows_jmhType,2,IF-I:,27232425789774,2026-07-03 00:01:20.950.80950.950883242,83565,83020
ControlFlows_jmhType,2,IF-F:,27232425859468,2026-07-03 00:01:20.950.80950.950952888,69694,69646
ControlFlows_jmhType,2,IF-S:,27232426533197,2026-07-03 00:01:20.951.80951.951626989,673729,674101
ControlFlows_jmhType,2,IF-I:,27232426578769,2026-07-03 00:01:20.951.80951.951672192,45572,45203
ControlFlows_jmhType,2,IF-F:,27232426727931,2026-07-03 00:01:20.951.80951.951821482,149162,149290
