class_name,run_number,execution_time_ms,heap_used_before_mb,heap_used_after_mb,heap_max_mb,gc_count_before,gc_count_after,gc_time_ms_before,gc_time_ms_after,cpu_load_percent,threads_live,exit_code,timestamp
AreaEsfera,16,8,0.00,4.90,6144.00,0,0,0,0,31.09,8,0,2026-04-17T02:04:59Z
AreaEsfera,17,8,0.00,4.90,6144.00,0,0,0,0,31.91,8,0,2026-04-17T02:04:59Z
AreaEsfera,18,8,0.00,4.90,6144.00,0,0,0,0,31.29,8,0,2026-04-17T02:04:59Z
AreaEsfera,19,8,0.00,4.90,6144.00,0,0,0,0,32.74,8,0,2026-04-17T02:04:59Z
AreaEsfera,20,9,0.00,4.90,6144.00,0,0,0,0,31.89,8,0,2026-04-17T02:05:00Z
AreaEsfera,21,9,0.00,4.90,6144.00,0,0,0,0,31.16,8,0,2026-04-17T02:05:00Z
AreaEsfera,22,9,0.00,4.90,6144.00,0,0,0,0,30.86,8,0,2026-04-17T02:05:00Z
AreaEsfera,23,9,0.00,4.90,6144.00,0,0,0,0,31.93,8,0,2026-04-17T02:05:00Z
AreaEsfera,24,8,0.00,4.90,6144.00,0,0,0,0,32.02,8,0,2026-04-17T02:05:00Z
AreaEsfera,25,8,0.00,4.90,6144.00,0,0,0,0,31.46,8,0,2026-04-17T02:05:00Z
AreaEsfera,26,9,0.00,4.90,6144.00,0,0,0,0,32.00,8,0,2026-04-17T02:05:00Z
AreaEsfera,27,8,0.00,4.90,6144.00,0,0,0,0,31.95,8,0,2026-04-17T02:05:00Z
AreaEsfera,28,8,0.00,4.90,6144.00,0,0,0,0,32.32,8,0,2026-04-17T02:05:00Z
AreaEsfera,29,9,0.00,4.90,6144.00,0,0,0,0,30.64,8,0,2026-04-17T02:05:00Z
AreaEsfera,30,10,0.00,4.90,6144.00,0,0,0,0,31.26,8,0,2026-04-17T02:05:00Z
AreaEsfera,31,8,0.00,4.90,6144.00,0,0,0,0,32.14,8,0,2026-04-17T02:05:00Z
AreaEsfera,32,8,0.00,4.90,6144.00,0,0,0,0,31.51,8,0,2026-04-17T02:05:00Z
AreaEsfera,33,9,0.00,4.90,6144.00,0,0,0,0,31.77,8,0,2026-04-17T02:05:00Z
AreaEsfera,34,9,0.00,4.90,6144.00,0,0,0,0,31.15,8,0,2026-04-17T02:05:00Z
AreaEsfera,35,8,0.00,4.90,6144.00,0,0,0,0,32.76,8,0,2026-04-17T02:05:00Z
AreaEsfera,36,8,0.00,4.90,6144.00,0,0,0,0,31.39,8,0,2026-04-17T02:05:01Z
AreaEsfera,37,9,0.00,4.90,6144.00,0,0,0,0,31.63,8,0,2026-04-17T02:05:01Z
AreaEsfera,38,8,0.00,4.90,6144.00,0,0,0,0,31.22,8,0,2026-04-17T02:05:01Z
AreaEsfera,39,8,0.00,4.90,6144.00,0,0,0,0,31.95,8,0,2026-04-17T02:05:01Z
AreaEsfera,40,9,0.00,4.90,6144.00,0,0,0,0,31.53,8,0,2026-04-17T02:05:01Z
AreaEsfera,41,9,0.00,4.90,6144.00,0,0,0,0,31.83,8,0,2026-04-17T02:05:01Z
AreaEsfera,42,8,0.00,4.90,6144.00,0,0,0,0,31.96,8,0,2026-04-17T02:05:01Z
AreaEsfera,43,8,0.00,4.90,6144.00,0,0,0,0,31.02,8,0,2026-04-17T02:05:01Z
AreaEsfera,44,8,0.00,4.90,6144.00,0,0,0,0,31.87,8,0,2026-04-17T02:05:01Z
AreaEsfera,45,8,0.00,4.90,6144.00,0,0,0,0,31.18,8,0,2026-04-17T02:05:01Z
AreaEsfera,46,8,0.00,4.90,6144.00,0,0,0,0,31.66,8,0,2026-04-17T02:05:01Z
AreaEsfera,47,9,0.00,4.90,6144.00,0,0,0,0,32.95,8,0,2026-04-17T02:05:01Z
AreaEsfera,48,8,0.00,4.90,6144.00,0,0,0,0,31.70,8,0,2026-04-17T02:05:01Z
AreaEsfera,49,8,0.00,4.90,6144.00,0,0,0,0,31.24,8,0,2026-04-17T02:05:01Z
AreaEsfera,50,8,0.00,4.90,6144.00,0,0,0,0,32.32,8,0,2026-04-17T02:05:01Z
AreaEsfera,51,9,0.00,4.90,6144.00,0,0,0,0,32.23,8,0,2026-04-17T02:05:01Z
AreaEsfera,52,8,0.00,4.90,6144.00,0,0,0,0,31.69,8,0,2026-04-17T02:05:02Z
AreaEsfera,53,8,0.00,4.90,6144.00,0,0,0,0,32.56,8,0,2026-04-17T02:05:02Z
AreaEsfera,54,8,0.00,4.90,6144.00,0,0,0,0,31.39,8,0,2026-04-17T02:05:02Z
AreaEsfera,55,8,0.00,4.90,6144.00,0,0,0,0,31.19,8,0,2026-04-17T02:05:02Z
AreaEsfera,56,9,0.00,4.90,6144.00,0,0,0,0,31.84,8,0,2026-04-17T02:05:02Z
AreaEsfera,57,8,0.00,4.90,6144.00,0,0,0,0,31.23,8,0,2026-04-17T02:05:02Z
AreaEsfera,58,9,0.00,4.90,6144.00,0,0,0,0,31.51,8,0,2026-04-17T02:05:02Z
AreaEsfera,59,9,0.00,4.90,6144.00,0,0,0,0,32.30,8,0,2026-04-17T02:05:02Z
AreaEsfera,60,9,0.00,4.90,6144.00,0,0,0,0,30.41,8,0,2026-04-17T02:05:02Z
AreaEsfera,61,8,0.00,4.90,6144.00,0,0,0,0,32.47,8,0,2026-04-17T02:05:02Z
AreaEsfera,62,8,0.00,4.90,6144.00,0,0,0,0,32.38,8,0,2026-04-17T02:05:02Z
AreaEsfera,63,8,0.00,4.90,6144.00,0,0,0,0,31.55,8,0,2026-04-17T02:05:02Z
AreaEsfera,64,8,0.00,4.90,6144.00,0,0,0,0,31.65,8,0,2026-04-17T02:05:02Z
AreaEsfera,65,9,0.00,4.90,6144.00,0,0,0,0,32.42,8,0,2026-04-17T02:05:02Z
AreaEsfera,66,8,0.00,4.90,6144.00,0,0,0,0,32.47,8,0,2026-04-17T02:05:02Z
AreaEsfera,67,8,0.00,4.90,6144.00,0,0,0,0,32.80,8,0,2026-04-17T02:05:02Z
AreaEsfera,68,8,0.00,4.90,6144.00,0,0,0,0,31.94,8,0,2026-04-17T02:05:03Z
AreaEsfera,69,9,0.00,4.90,6144.00,0,0,0,0,31.04,8,0,2026-04-17T02:05:03Z
AreaEsfera,70,9,0.00,4.90,6144.00,0,0,0,0,31.75,8,0,2026-04-17T02:05:03Z
AreaEsfera,71,8,0.00,4.90,6144.00,0,0,0,0,32.04,8,0,2026-04-17T02:05:03Z
AreaEsfera,72,8,0.00,4.90,6144.00,0,0,0,0,32.33,8,0,2026-04-17T02:05:03Z
AreaEsfera,73,9,0.00,4.90,6144.00,0,0,0,0,31.12,8,0,2026-04-17T02:05:03Z
AreaEsfera,74,8,0.00,4.90,6144.00,0,0,0,0,32.01,8,0,2026-04-17T02:05:03Z
AreaEsfera,75,8,0.00,4.90,6144.00,0,0,0,0,32.63,8,0,2026-04-17T02:05:03Z
AreaEsfera,76,9,0.00,4.90,6144.00,0,0,0,0,32.78,8,0,2026-04-17T02:05:03Z
AreaEsfera,77,7,0.00,4.90,6144.00,0,0,0,0,31.38,8,0,2026-04-17T02:05:03Z
AreaEsfera,78,8,0.00,4.90,6144.00,0,0,0,0,31.65,8,0,2026-04-17T02:05:03Z
AreaEsfera,79,8,0.00,4.90,6144.00,0,0,0,0,33.05,8,0,2026-04-17T02:05:03Z
AreaEsfera,80,8,0.00,4.90,6144.00,0,0,0,0,32.92,8,0,2026-04-17T02:05:03Z
AreaEsfera,81,8,0.00,4.90,6144.00,0,0,0,0,32.79,8,0,2026-04-17T02:05:03Z
AreaEsfera,82,8,0.00,4.90,6144.00,0,0,0,0,32.26,8,0,2026-04-17T02:05:03Z
AreaEsfera,83,8,0.00,4.90,6144.00,0,0,0,0,31.34,8,0,2026-04-17T02:05:03Z
AreaEsfera,84,9,0.00,4.90,6144.00,0,0,0,0,32.43,8,0,2026-04-17T02:05:04Z
AreaEsfera,85,8,0.00,4.90,6144.00,0,0,0,0,32.20,8,0,2026-04-17T02:05:04Z
AreaEsfera,86,8,0.00,4.90,6144.00,0,0,0,0,31.51,8,0,2026-04-17T02:05:04Z
AreaEsfera,87,8,0.00,4.90,6144.00,0,0,0,0,31.66,8,0,2026-04-17T02:05:04Z
AreaEsfera,88,8,0.00,4.90,6144.00,0,0,0,0,31.59,8,0,2026-04-17T02:05:04Z
AreaEsfera,89,8,0.00,4.90,6144.00,0,0,0,0,31.11,8,0,2026-04-17T02:05:04Z
AreaEsfera,90,8,0.00,4.90,6144.00,0,0,0,0,33.17,8,0,2026-04-17T02:05:04Z
AreaEsfera,91,9,0.00,4.90,6144.00,0,0,0,0,32.60,8,0,2026-04-17T02:05:04Z
AreaEsfera,92,8,0.00,4.90,6144.00,0,0,0,0,32.08,8,0,2026-04-17T02:05:04Z
AreaEsfera,93,8,0.00,4.90,6144.00,0,0,0,0,31.88,8,0,2026-04-17T02:05:04Z
AreaEsfera,94,10,0.00,4.90,6144.00,0,0,0,0,30.43,8,0,2026-04-17T02:05:04Z
AreaEsfera,95,8,0.00,4.90,6144.00,0,0,0,0,31.38,8,0,2026-04-17T02:05:04Z
AreaEsfera,96,9,0.00,4.90,6144.00,0,0,0,0,32.13,8,0,2026-04-17T02:05:04Z
AreaEsfera,97,8,0.00,4.90,6144.00,0,0,0,0,32.48,8,0,2026-04-17T02:05:04Z
AreaEsfera,98,8,0.00,4.90,6144.00,0,0,0,0,31.42,8,0,2026-04-17T02:05:04Z
AreaEsfera,99,8,0.00,4.90,6144.00,0,0,0,0,30.76,8,0,2026-04-17T02:05:04Z
AreaEsfera,100,8,0.00,4.90,6144.00,0,0,0,0,32.96,8,0,2026-04-17T02:05:05Z
AreaRectangulo,1,8,0.00,4.90,6144.00,0,0,0,0,30.44,8,0,2026-04-17T02:05:05Z
AreaRectangulo,2,9,0.00,4.90,6144.00,0,0,0,0,32.55,8,0,2026-04-17T02:05:05Z
AreaRectangulo,3,8,0.00,4.90,6144.00,0,0,0,0,31.94,8,0,2026-04-17T02:05:05Z
AreaRectangulo,4,8,0.00,4.90,6144.00,0,0,0,0,32.21,8,0,2026-04-17T02:05:05Z
AreaRectangulo,5,8,0.00,4.90,6144.00,0,0,0,0,31.08,8,0,2026-04-17T02:05:05Z
AreaRectangulo,6,9,0.00,4.90,6144.00,0,0,0,0,32.19,8,0,2026-04-17T02:05:05Z
AreaRectangulo,7,8,0.00,4.90,6144.00,0,0,0,0,31.32,8,0,2026-04-17T02:05:05Z
AreaRectangulo,8,9,0.00,4.90,6144.00,0,0,0,0,31.33,8,0,2026-04-17T02:05:05Z
AreaRectangulo,9,8,0.00,4.90,6144.00,0,0,0,0,31.71,8,0,2026-04-17T02:05:05Z
AreaRectangulo,10,9,0.00,4.90,6144.00,0,0,0,0,31.26,8,0,2026-04-17T02:05:05Z
AreaRectangulo,11,10,0.00,4.90,6144.00,0,0,0,0,30.38,8,0,2026-04-17T02:05:05Z
AreaRectangulo,12,9,0.00,4.90,6144.00,0,0,0,0,30.92,8,0,2026-04-17T02:05:05Z
AreaRectangulo,13,8,0.00,4.90,6144.00,0,0,0,0,32.01,8,0,2026-04-17T02:05:05Z
AreaRectangulo,14,9,0.00,4.90,6144.00,0,0,0,0,31.74,8,0,2026-04-17T02:05:05Z
AreaRectangulo,15,8,0.00,4.90,6144.00,0,0,0,0,31.10,8,0,2026-04-17T02:05:05Z
AreaRectangulo,16,8,0.00,4.90,6144.00,0,0,0,0,31.11,8,0,2026-04-17T02:05:06Z
AreaRectangulo,17,9,0.00,4.90,6144.00,0,0,0,0,31.61,8,0,2026-04-17T02:05:06Z
AreaRectangulo,18,8,0.00,4.90,6144.00,0,0,0,0,32.97,8,0,2026-04-17T02:05:06Z
AreaRectangulo,19,8,0.00,4.90,6144.00,0,0,0,0,32.60,8,0,2026-04-17T02:05:06Z
AreaRectangulo,20,8,0.00,4.90,6144.00,0,0,0,0,32.05,8,0,2026-04-17T02:05:06Z
AreaRectangulo,21,9,0.00,4.90,6144.00,0,0,0,0,31.46,8,0,2026-04-17T02:05:06Z
AreaRectangulo,22,8,0.00,4.90,6144.00,0,0,0,0,31.84,8,0,2026-04-17T02:05:06Z
AreaRectangulo,23,8,0.00,4.90,6144.00,0,0,0,0,31.00,8,0,2026-04-17T02:05:06Z
AreaRectangulo,24,8,0.00,4.90,6144.00,0,0,0,0,31.55,8,0,2026-04-17T02:05:06Z
AreaRectangulo,25,8,0.00,4.90,6144.00,0,0,0,0,31.74,8,0,2026-04-17T02:05:06Z
AreaRectangulo,26,8,0.00,4.90,6144.00,0,0,0,0,32.21,8,0,2026-04-17T02:05:06Z
AreaRectangulo,27,8,0.00,4.90,6144.00,0,0,0,0,31.41,8,0,2026-04-17T02:05:06Z
AreaRectangulo,28,8,0.00,4.90,6144.00,0,0,0,0,32.16,8,0,2026-04-17T02:05:06Z
AreaRectangulo,29,8,0.00,4.90,6144.00,0,0,0,0,32.24,8,0,2026-04-17T02:05:06Z
AreaRectangulo,30,8,0.00,4.90,6144.00,0,0,0,0,30.51,8,0,2026-04-17T02:05:06Z
AreaRectangulo,31,8,0.00,4.90,6144.00,0,0,0,0,31.53,8,0,2026-04-17T02:05:06Z
AreaRectangulo,32,8,0.00,4.90,6144.00,0,0,0,0,32.96,8,0,2026-04-17T02:05:07Z
AreaRectangulo,33,8,0.00,4.90,6144.00,0,0,0,0,31.94,8,0,2026-04-17T02:05:07Z
AreaRectangulo,34,9,0.00,4.90,6144.00,0,0,0,0,31.87,8,0,2026-04-17T02:05:07Z
AreaRectangulo,35,8,0.00,4.90,6144.00,0,0,0,0,31.44,8,0,2026-04-17T02:05:07Z
AreaRectangulo,36,8,0.00,4.90,6144.00,0,0,0,0,31.13,8,0,2026-04-17T02:05:07Z
AreaRectangulo,37,8,0.00,4.90,6144.00,0,0,0,0,31.68,8,0,2026-04-17T02:05:07Z
AreaRectangulo,38,9,0.00,4.90,6144.00,0,0,0,0,32.05,8,0,2026-04-17T02:05:07Z
AreaRectangulo,39,8,0.00,4.90,6144.00,0,0,0,0,33.52,8,0,2026-04-17T02:05:07Z
AreaRectangulo,40,9,0.00,4.90,6144.00,0,0,0,0,33.37,8,0,2026-04-17T02:05:07Z
AreaRectangulo,41,9,0.00,4.90,6144.00,0,0,0,0,32.13,8,0,2026-04-17T02:05:07Z
AreaRectangulo,42,9,0.00,4.90,6144.00,0,0,0,0,32.16,8,0,2026-04-17T02:05:07Z
AreaRectangulo,43,8,0.00,4.90,6144.00,0,0,0,0,31.20,8,0,2026-04-17T02:05:07Z
