file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/FactorialNumero.java,Code.Java.Abacus.v1.Refactored.FactorialNumero,main/1[java.lang.String[]],false,26,1,1,0,1,2,4,10,0,2,1,4,1,1,0,0,1,0,2,1,2,1,1,0,0,0,12,9,0,false
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/VelocidadFinal.java,Code.Java.Abacus.v1.Refactored.VelocidadFinal,main/1[java.lang.String[]],false,9,0,0,0,0,1,1,7,0,4,1,1,0,0,0,0,0,0,2,3,4,3,0,0,0,0,8,9,0,false
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/VolumenCubo.java,Code.Java.Abacus.v1.Refactored.VolumenCubo,main/1[java.lang.String[]],false,9,0,0,0,0,1,2,5,0,2,1,2,0,0,0,0,0,0,1,2,2,1,0,0,0,0,6,9,0,false
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/Presion.java,Code.Java.Abacus.v1.Refactored.Presion,main/1[java.lang.String[]],false,9,0,0,0,0,1,1,6,0,3,1,1,0,0,0,0,0,0,2,2,3,2,0,0,0,0,5,9,0,false
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/PromedioArray.java,Code.Java.Abacus.v1.Refactored.PromedioArray,calcular/1[double[]],false,13,1,1,1,0,4,0,10,1,1,1,0,0,0,1,2,0,0,1,2,2,1,1,0,0,0,22,9,0,true
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/PromedioArray.java,Code.Java.Abacus.v1.Refactored.PromedioArray,main/1[java.lang.String[]],false,25,2,1,0,1,1,3,5,0,2,1,3,1,1,0,0,0,0,1,4,2,0,0,0,0,0,5,9,0,false
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/PotenciaRaiz.java,Code.Java.Abacus.v1.Refactored.PotenciaRaiz,main/1[java.lang.String[]],false,9,0,0,0,0,1,3,8,0,4,1,3,0,0,0,0,0,0,3,3,4,2,0,0,0,0,11,9,0,false
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/NumeroMenor.java,Code.Java.Abacus.v1.Refactored.NumeroMenor,main/1[java.lang.String[]],false,9,0,0,0,0,3,1,7,0,4,1,1,0,0,0,0,0,0,1,3,6,1,1,0,0,0,6,9,0,false
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/ConversionMetrosPies.java,Code.Java.Abacus.v1.Refactored.ConversionMetrosPies,main/1[java.lang.String[]],false,9,0,0,0,0,1,1,5,0,2,1,1,0,0,0,0,0,0,2,2,2,2,0,0,0,0,4,9,0,false
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/CalculoVelocidad.java,Code.Java.Abacus.v1.Refactored.CalculoVelocidad,main/1[java.lang.String[]],false,9,0,0,0,0,1,1,6,0,3,1,1,0,0,0,0,0,0,2,2,3,2,0,0,0,0,6,9,0,false
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/Cuartiles.java,Code.Java.Abacus.v1.Refactored.Cuartiles,calcular/1[double[]],false,15,2,2,1,1,3,3,11,1,4,1,3,1,1,0,1,0,0,1,4,4,0,1,0,0,0,23,9,0,true
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/Cuartiles.java,Code.Java.Abacus.v1.Refactored.Cuartiles,"calcularPercentil/2[double[],int]",false,30,1,1,1,0,2,2,10,2,4,2,2,0,0,0,1,0,2,0,3,4,8,1,0,0,0,7,10,0,false
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/Cuartiles.java,Code.Java.Abacus.v1.Refactored.Cuartiles,main/1[java.lang.String[]],false,43,2,1,0,1,1,3,7,0,2,1,3,1,2,0,0,0,0,3,13,2,0,0,0,0,0,6,9,0,false
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/PendienteRecta.java,Code.Java.Abacus.v1.Refactored.PendienteRecta$Punto,"Punto/2[double,double]",true,15,0,1,1,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,0,false
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/VolumenCono.java,Code.Java.Abacus.v1.Refactored.VolumenCono,main/1[java.lang.String[]],false,22,1,1,0,1,1,3,6,0,3,1,3,1,1,0,0,0,0,1,2,3,0,0,0,0,0,7,9,0,false
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/VolumenCono.java,Code.Java.Abacus.v1.Refactored.VolumenCono,"calcular/2[double,double]",false,15,0,1,1,0,3,0,6,1,0,2,0,0,0,0,0,0,1,1,4,0,2,1,0,0,0,23,9,0,true
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/AreaRectangulo.java,Code.Java.Abacus.v1.Refactored.AreaRectangulo,main/1[java.lang.String[]],false,9,0,0,0,0,1,1,6,0,3,1,1,0,0,0,0,0,0,1,2,3,2,0,0,0,0,6,9,0,false
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/VolumenCilindro.java,Code.Java.Abacus.v1.Refactored.VolumenCilindro,main/1[java.lang.String[]],false,22,1,1,0,1,1,3,6,0,3,1,3,1,1,0,0,0,0,1,2,3,0,0,0,0,0,7,9,0,false
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/VolumenCilindro.java,Code.Java.Abacus.v1.Refactored.VolumenCilindro,"calcular/2[double,double]",false,15,0,1,1,0,3,0,6,1,0,2,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,23,9,0,true
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/InteresCompuesto.java,Code.Java.Abacus.v1.Refactored.InteresCompuesto,main/1[java.lang.String[]],false,9,0,0,0,0,1,2,7,0,4,1,2,0,0,0,0,0,0,1,4,4,3,0,0,0,0,6,9,0,false
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/FuncionSeno.java,Code.Java.Abacus.v1.Refactored.FuncionSeno,calcular/1[double],false,13,0,1,1,0,1,2,4,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,9,0,true
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/FuncionSeno.java,Code.Java.Abacus.v1.Refactored.FuncionSeno,main/1[java.lang.String[]],false,18,1,1,0,1,1,3,5,0,2,1,3,1,1,0,0,0,0,1,1,2,0,0,0,0,0,6,9,0,false
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/Moda.java,Code.Java.Abacus.v1.Refactored.Moda,main/1[java.lang.String[]],false,39,2,1,0,1,1,2,5,0,2,1,2,1,1,0,0,0,0,1,8,2,1,0,0,0,0,5,9,0,false
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/Moda.java,Code.Java.Abacus.v1.Refactored.Moda,calcular/1[int[]],false,16,1,1,1,0,6,5,18,1,3,1,5,0,0,2,2,0,0,1,5,5,1,2,0,0,0,25,9,0,true
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/MultiplicacionNumeros.java,Code.Java.Abacus.v1.Refactored.MultiplicacionNumeros,main/1[java.lang.String[]],false,18,1,1,0,1,1,3,6,0,3,1,3,1,1,0,0,0,0,1,2,3,0,0,0,0,0,7,9,0,false
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/MultiplicacionNumeros.java,Code.Java.Abacus.v1.Refactored.MultiplicacionNumeros,"multiplicar/2[int,int]",false,14,0,1,1,0,1,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,9,0,true
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/Hipotenusa.java,Code.Java.Abacus.v1.Refactored.Hipotenusa,main/1[java.lang.String[]],false,22,1,1,0,1,1,3,6,0,3,1,3,1,1,0,0,0,0,1,2,3,0,0,0,0,0,6,9,0,false
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/Hipotenusa.java,Code.Java.Abacus.v1.Refactored.Hipotenusa,"calcular/2[double,double]",false,15,0,1,1,0,3,1,6,1,0,2,1,0,0,0,0,0,0,1,2,0,3,1,0,0,0,21,9,0,true
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/ConversionOctal.java,Code.Java.Abacus.v1.Refactored.ConversionOctal,convertir/1[int],false,13,0,1,1,0,2,1,6,2,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,7,9,0,true
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/ConversionOctal.java,Code.Java.Abacus.v1.Refactored.ConversionOctal,main/1[java.lang.String[]],false,21,1,1,0,1,1,3,5,0,2,1,3,1,1,0,0,0,0,1,1,2,0,0,0,0,0,6,9,0,false
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/MaximoArray.java,Code.Java.Abacus.v1.Refactored.MaximoArray,encontrar/1[int[]],false,13,1,1,1,0,5,0,12,1,2,1,0,0,0,1,2,0,0,1,3,3,0,2,0,0,0,20,9,0,true
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/MaximoArray.java,Code.Java.Abacus.v1.Refactored.MaximoArray,main/1[java.lang.String[]],false,27,2,1,0,1,1,2,5,0,2,1,2,1,1,0,0,0,0,1,5,2,1,0,0,0,0,5,9,0,false
