className,run,durationMs,cpuSamples,heapUsedMB,gcCount,gcPauseMs,topMethod
Code.Java.Abacus.v1.Rare.SumaPrimeroN,058,1,0,0,0,0,N/A
Code.Java.Abacus.v1.Rare.SumaPrimeroN,065,0,0,0,0,0,N/A
Code.Java.Abacus.v1.Rare.SumaPrimeroN,050,1,0,0,0,0,N/A
Code.Java.Abacus.v1.Rare.SumaPrimeroN,003,0,0,0,0,0,N/A
Code.Java.Abacus.v1.Rare.SumaPrimeroN,098,1,0,0,0,0,N/A
Code.Java.Abacus.v1.Rare.SumaPrimeroN,082,0,0,0,0,0,N/A
Code.Java.Abacus.v1.Rare.SumaPrimeroN,052,0,0,0,0,0,N/A
Code.Java.Abacus.v1.Rare.SumaPrimeroN,080,3,0,0,0,0,N/A
Code.Java.Abacus.v1.Rare.SumaPrimeroN,088,6,0,0,0,0,N/A
Code.Java.Abacus.v1.Rare.SumaPrimeroN,096,1,0,0,0,0,N/A
Code.Java.Abacus.v1.Rare.SumaPrimeroN,060,1,0,0,0,0,N/A
Code.Java.Abacus.v1.Rare.SumaPrimeroN,014,1,0,0,0,0,N/A
Code.Java.Abacus.v1.Rare.SumaPrimeroN,001,0,0,0,0,0,N/A
Code.Java.Abacus.v1.Rare.SumaPrimeroN,026,0,0,0,0,0,N/A
Code.Java.Abacus.v1.Rare.SumaPrimeroN,071,5,0,0,0,0,N/A
Code.Java.Abacus.v1.Rare.SumaPrimeroN,012,1,0,0,0,0,N/A
Code.Java.Abacus.v1.Rare.SumaPrimeroN,056,0,0,0,0,0,N/A
Code.Java.Abacus.v1.Rare.SumaPrimeroN,051,1,0,0,0,0,N/A
Code.Java.Abacus.v1.Rare.SumaPrimeroN,016,5,0,0,0,0,N/A
Code.Java.Abacus.v1.Rare.SumaPrimeroN,090,1,0,0,0,0,N/A
Code.Java.Abacus.v1.Rare.SumaPrimeroN,030,1,0,0,0,0,N/A
Code.Java.Abacus.v1.Rare.SumaPrimeroN,009,0,0,0,0,0,N/A
Code.Java.Abacus.v1.Rare.SumaPrimeroN,044,11,0,0,0,0,N/A
Code.Java.Abacus.v1.Rare.SumaPrimeroN,061,1,0,0,0,0,N/A
Code.Java.Abacus.v1.Rare.SumaPrimeroN,017,7,0,0,0,0,N/A
Code.Java.Abacus.v1.Rare.SumaPrimeroN,064,0,0,0,0,0,N/A
Code.Java.Abacus.v1.Rare.SumaPrimeroN,086,1,0,0,0,0,N/A
Code.Java.Abacus.v1.Rare.SumaPrimeroN,085,1,0,0,0,0,N/A
Code.Java.Abacus.v1.Rare.SumaPrimeroN,038,0,0,0,0,0,N/A
Code.Java.Abacus.v1.Rare.SumaPrimeroN,028,6,0,0,0,0,N/A
Code.Java.Abacus.v1.Rare.SumaPrimeroN,070,1,0,0,0,0,N/A
Code.Java.Abacus.v1.Rare.SumaPrimeroN,100,0,0,0,0,0,N/A
Code.Java.Abacus.v1.Rare.SumaPrimeroN,067,0,0,0,0,0,N/A
Code.Java.Abacus.v1.Rare.SumaPrimeroN,025,0,0,0,0,0,N/A
Code.Java.Abacus.v1.Rare.SumaPrimeroN,083,1,0,0,0,0,N/A
Code.Java.Abacus.v1.Rare.SumaPrimeroN,053,1,0,0,0,0,N/A
Code.Java.Abacus.v1.Rare.SumaPrimeroN,024,0,0,0,0,0,N/A
